|id |id_categoria_produto|nome                               |descricao|createdAt                    |updatedAt                    |link_imagem                                                                                          |
|399|31                  |Escalope Vegetal                   |         |2024-12-18 22:21:59.884 -0300|2025-06-16 16:10:12.187 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/2dd2b390-3a90-4479-ba08-2dfa119cdbeb.png|
|135|33                  |Torrada                            |         |2024-12-18 21:16:30.450 -0300|2025-06-16 15:18:57.864 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/1b21c77d-8f53-4360-8b3e-0398ffe2f28a.png|
|390|32                  |Farinha Panko                      |         |2024-12-18 22:17:36.694 -0300|2025-06-16 16:15:09.770 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/e03bf2da-d1b8-4744-88b0-a1131ed0367e.png|
|385|36                  |Sanduíche                          |         |2024-12-18 22:14:34.485 -0300|2025-06-16 16:17:42.638 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/56aeef30-7e7d-43bc-ad42-2aa93a8c3995.png|
|382|36                  |Batata Congelada                   |         |2024-12-18 22:12:40.923 -0300|2025-06-16 16:19:10.788 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/efea6dbf-32aa-4c55-af6b-e9be3f5ae56c.png|
|379|32                  |Margarina                          |         |2024-12-18 22:08:08.872 -0300|2025-06-16 16:20:16.444 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/b5838451-68ee-4d3e-bfb0-c012c68a00e3.png|
|377|33                  |Pão de Forma sem Casca             |         |2024-12-18 22:07:47.846 -0300|2025-06-16 16:21:27.862 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/b284442c-2ef1-40e3-a8d9-c414b93efb30.png|
|373|32                  |Polpa de Tomate                    |         |2024-12-18 22:07:05.709 -0300|2025-06-16 16:23:31.459 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/dd8412cb-c1e9-4cd3-8aa4-7194494a671a.png|
|370|35                  |Geleias                            |         |2024-12-18 22:05:49.919 -0300|2025-06-16 16:24:57.728 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/25d489ac-49e1-47d2-800c-e87d99c0a7aa.png|
|367|32                  |Frutas Secas                       |         |2024-12-18 22:05:15.426 -0300|2025-06-16 16:26:26.631 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/be71b9bc-f697-44ec-81d1-9d7d32a925ca.png|
|363|36                  |Salsicha                           |         |2024-12-18 22:03:01.264 -0300|2025-06-16 16:28:21.561 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/708ef703-ab22-47c3-88ac-60015b0b4ce1.png|
|360|36                  |Embutido Suíno                     |         |2024-12-18 22:02:54.041 -0300|2025-06-16 16:30:09.647 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/431b1f3d-358f-483a-a35a-6be4e2bc381f.png|
|357|36                  |Embutido de Frango                 |         |2024-12-18 22:02:34.868 -0300|2025-06-16 16:31:42.033 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/6e9704eb-e68b-4108-998a-bad70a583674.png|
|354|36                  |Lasanha Pronta                     |         |2024-12-18 22:01:38.078 -0300|2025-06-16 16:35:36.423 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/e9e3dfda-dd56-411e-87a8-ae27f2839464.png|
|350|36                  |Cortes de Peru                     |         |2024-12-18 22:00:31.153 -0300|2025-06-16 16:37:11.250 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/3c717aa6-b58c-4cd0-8a07-bec854e36746.png|
|346|33                  |Pão Bisnaguinha                    |         |2024-12-18 21:59:29.538 -0300|2025-06-16 16:38:59.331 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/09624af6-ffca-40ac-8d9f-4d09725380c7.png|
|344|33                  |Pão de Grãos                       |         |2024-12-18 21:59:16.231 -0300|2025-06-16 16:40:05.017 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/0d916797-6550-4725-95d3-bbb1e81ce695.png|
|240|33                  |Mistura para Bolinho de Chuva      |         |2024-12-18 21:30:57.072 -0300|2025-06-17 17:07:23.647 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/fcff37a5-080c-4683-a05b-592e2bee65d3.png|
|413|44                  |Comida Brasileira                  |         |2025-03-18 08:18:23.246 -0300|2025-03-18 08:18:23.246 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/5c2d9ebd-9a46-48e4-9117-8c8732626822.png|
|414|47                  |test                               |         |2025-03-21 15:13:11.165 -0300|2025-03-21 15:13:11.165 -0300|nyc3.digitaloceanspaces.com/dimo/foodtest_production/77e1df7f-a478-4764-b7de-0a3953b42c78.jpg        |
|412|33                  |Pão Tortilha                       |         |2024-12-18 22:31:03.558 -0300|2025-06-16 16:04:06.096 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/ef14ee39-c387-42de-b3c4-de483b82a2cd.png|
|409|32                  |Macarrão Comum                     |         |2024-12-18 22:29:40.459 -0300|2025-06-16 16:05:15.569 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/62d2fb61-d817-437b-8854-36afe6a2feca.png|
|408|37                  |Tomate Seco em Conserva            |         |2024-12-18 22:27:22.095 -0300|2025-06-16 16:05:44.209 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/9dfd6d52-d3ab-44b2-bf30-fa9b207576a6.png|
|405|30                  |Queijo Ricota                      |         |2024-12-18 22:25:03.516 -0300|2025-06-16 16:06:44.716 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/a72f774b-0e2a-4722-bb82-b2554b2255b7.png|
|403|29                  |Refresco em Pó                     |         |2024-12-18 22:22:12.181 -0300|2025-06-16 16:08:03.805 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/90154ca7-cafe-4086-9bd1-92e6c8aad585.png|
|402|32                  |Salsicha Enlatada                  |         |2024-12-18 22:22:05.309 -0300|2025-06-16 16:08:35.633 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/90b06d64-66c5-4ffe-99a9-1489f8c03885.png|
|391|32                  |Molho de Soja                      |         |2024-12-18 22:17:37.874 -0300|2025-06-16 16:14:37.923 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/28c6ec73-2730-4fc3-ba5e-fb39e95fe85b.png|
|389|37                  |Gengibre em Conserva               |         |2024-12-18 22:17:21.376 -0300|2025-06-16 16:15:38.950 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/4c5c0725-40df-4f2d-a37e-e2cac114a48f.png|
|386|31                  |Sanduíche Vegetal                  |         |2024-12-18 22:14:45.994 -0300|2025-06-16 16:17:09.067 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/920a7080-a018-45a7-b9c2-d10dc3670eb9.png|
|384|36                  |Camarão Congelado                  |         |2024-12-18 22:12:51.440 -0300|2025-06-16 16:18:11.906 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/5af42ad3-c82a-4d6e-8fd7-1d2b5ecb6d4b.png|
|383|36                  |Verdura e Legume Congelado         |         |2024-12-18 22:12:49.231 -0300|2025-06-16 16:18:43.381 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/28c4a0ee-6b91-42d2-a99c-0069269c25b2.png|
|380|32                  |Farinha de Sêmola                  |         |2024-12-18 22:11:00.875 -0300|2025-06-16 16:19:47.380 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/d995d177-137b-4dc3-a322-df56664d7dc0.png|
|378|29                  |Água Mineral com Gás               |         |2024-12-18 22:08:00.826 -0300|2025-06-16 16:20:54.624 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/256a83ed-f941-4018-bd1f-02bd4ad4c686.png|
|376|33                  |Pão de Forma Integral sem Casca    |         |2024-12-18 22:07:46.635 -0300|2025-06-16 16:21:53.833 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/19db177d-ff36-4c7c-83c9-4ca7891a97f3.png|
|374|32                  |Tomate Pelado                      |         |2024-12-18 22:07:08.630 -0300|2025-06-16 16:22:55.736 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/608ae4b5-aaa5-484e-8b47-68bb6e998ebd.png|
|372|32                  |Molho Oriental                     |         |2024-12-18 22:06:47.475 -0300|2025-06-16 16:24:01.515 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/11a53b14-60b6-4270-a4d1-d8a0100c4252.png|
|369|32                  |Gelatina                           |         |2024-12-18 22:05:36.795 -0300|2025-06-16 16:25:32.208 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/2b8afacf-a19d-4afd-96a9-4a0083cfc258.png|
|368|32                  |Cereja em Calda                    |         |2024-12-18 22:05:25.019 -0300|2025-06-16 16:26:00.841 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/befbea4f-2265-4f56-b099-870803fa51cf.png|
|366|32                  |Ameixa em Calda                    |         |2024-12-18 22:05:14.218 -0300|2025-06-16 16:26:52.849 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/80f78a9d-41a7-4459-b593-538ff41300d3.png|
|362|36                  |Salame                             |         |2024-12-18 22:02:59.731 -0300|2025-06-16 16:28:46.668 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/cf23c225-81a2-4567-b5fa-c0405d60048c.png|
|359|36                  |Peru Inteiro                       |         |2024-12-18 22:02:41.112 -0300|2025-06-16 16:30:45.307 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/05c7fdf2-7bca-4480-ab12-33b21ad1c739.png|
|358|36                  |Embutido de Peru                   |         |2024-12-18 22:02:36.084 -0300|2025-06-16 16:31:15.012 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/ced5c1ce-23d8-43e0-919c-ffebfc1d261c.png|
|355|36                  |Linguiça Defumada                  |         |2024-12-18 22:01:44.524 -0300|2025-06-16 16:35:06.148 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/49ad9cb5-5658-47be-ae92-41347cafc3e3.png|
|352|36                  |Carne Suína                        |         |2024-12-18 22:00:38.774 -0300|2025-06-16 16:36:09.050 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/edb00022-abd1-4c10-b87c-c01f6d2732c2.png|
|351|36                  |Bacon                              |         |2024-12-18 22:00:33.334 -0300|2025-06-16 16:36:37.154 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/424fe03b-f6b9-4ab6-9143-58c41e1c2e5f.png|
|349|36                  |Apresuntado                        |         |2024-12-18 22:00:28.893 -0300|2025-06-16 16:37:43.407 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/9b318995-a6b2-4f41-963a-0cb09f47f1c4.png|
|347|32                  |Farofa Pronta                      |         |2024-12-18 21:59:30.742 -0300|2025-06-16 16:38:30.763 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/8f4bc4a2-b762-49d3-84bb-72ac55cfb7fd.png|
|345|33                  |Pão Australiano                    |         |2024-12-18 21:59:17.465 -0300|2025-06-16 16:39:26.443 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/8b9e61fa-02b9-4a86-9cd4-56936844dc8c.png|
|340|33                  |Pão de Forma                       |         |2024-12-18 21:58:56.402 -0300|2025-06-16 16:42:00.757 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/f6d0ccad-1436-43cd-810e-418e503966ea.png|
|339|30                  |Complemento Alimentar Infantil     |         |2024-12-18 21:58:03.305 -0300|2025-06-16 16:42:29.851 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/5bd3717c-513d-497b-a4b6-1bfa5c8d1c8d.png|
|335|29                  |Bebida à Base de Café              |         |2024-12-18 21:55:30.756 -0300|2025-06-16 16:44:16.892 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/ffe0ca83-702a-473a-b6eb-5774e1322091.png|
|332|32                  |Vinagre de Maçã                    |         |2024-12-18 21:53:15.578 -0300|2025-06-16 16:46:10.462 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/2bf105b0-6bc4-4472-bed7-869128bfe8ae.png|
|331|32                  |Vinagre de Álcool                  |         |2024-12-18 21:53:12.736 -0300|2025-06-16 16:46:34.883 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/2ef3b292-16b7-4e6c-a02b-8a3c620ce4ce.png|
|329|37                  |Pimenta em Conserva                |         |2024-12-18 21:52:59.644 -0300|2025-06-16 16:47:31.988 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/0a8e990a-8435-4bae-b4b7-9242905b59f2.png|
|326|32                  |Molho de Alho                      |         |2024-12-18 21:52:36.763 -0300|2025-06-16 16:48:59.983 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/4d7866df-c608-4f9c-9ccf-fe7b72494697.png|
|325|30                  |Farinha Láctea                     |         |2024-12-18 21:52:33.761 -0300|2025-06-16 16:49:31.594 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/b96cc9a6-d245-492d-a470-fde9192b53f4.png|
|323|29                  |Preparado para Refresco Concentrado|         |2024-12-18 21:51:50.732 -0300|2025-06-16 16:51:15.247 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/e4a02dd2-2fe0-48c0-946e-5fb9a61bf9cf.png|
|322|32                  |Tempero Granulado                  |         |2024-12-18 21:51:05.949 -0300|2025-06-16 16:51:52.383 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/dde765a6-e4b2-41cd-8f3d-cae2e59788f4.png|
|320|39                  |Mix de Cereais e Sementes          |         |2024-12-18 21:50:35.621 -0300|2025-06-16 16:52:57.968 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/bfc0f0a5-d663-49af-a2b7-4f79db74d1f2.png|
|318|38                  |Pipoca Pronta Doce                 |         |2024-12-18 21:50:30.412 -0300|2025-06-16 16:54:10.979 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/cc1a80f2-7e1b-44fe-a8c5-5a36518a8621.png|
|316|39                  |Mix de Frutas e Sementes           |         |2024-12-18 21:50:21.988 -0300|2025-06-16 16:54:42.916 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/c4a326e7-4e31-4c71-bde1-f6016b5fa7ad.png|
|315|39                  |Mix de Castanhas                   |         |2024-12-18 21:50:19.361 -0300|2025-06-16 16:55:14.100 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/5b3d3127-fc7f-4cf3-a5c5-7528a84f81c3.png|
|157|29                  |Suco                               |         |2024-12-18 21:19:42.484 -0300|2025-06-18 16:35:29.931 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/723c4cdc-a2d3-4a31-a965-b5604bfbd35c.png|
|310|35                  |Sobremesa Refrigerada/Congelada    |         |2024-12-18 21:49:12.770 -0300|2025-06-17 16:30:09.677 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/593a0ab8-919b-4dd2-906b-57b1fd6ca322.png|
|312|29                  |Chá Pronto                         |         |2024-12-18 21:49:50.385 -0300|2025-06-17 16:31:43.006 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/7ce8d0cf-7664-47b3-a223-57bb6dd5f25c.png|
|309|35                  |Chocolate Meio amargo              |         |2024-12-18 21:49:00.410 -0300|2025-06-17 16:33:21.404 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/a53abea4-0cce-44dc-a374-b2191eeac786.png|
|305|36                  |Frango Inteiro                     |         |2024-12-18 21:48:17.146 -0300|2025-06-17 16:33:54.308 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/a69a03e8-6c02-4082-a674-6cd00a6e0992.png|
|303|36                  |Carne Bovina Congelada             |         |2024-12-18 21:47:37.305 -0300|2025-06-17 16:36:52.584 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/44155098-33f8-4d4a-a8ae-578b62b32c99.png|
|302|32                  |Arroz Cateto Integral              |         |2024-12-18 21:47:33.827 -0300|2025-06-17 16:37:15.207 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/ba0feb83-e9db-4573-9d4c-439ee6b8249c.png|
|300|36                  |Almôndega                          |         |2024-12-18 21:47:30.434 -0300|2025-06-17 16:37:57.590 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/f736899a-ce5e-4d2e-8cbd-dd4167a1ea8d.png|
|299|32                  |Mistura para Purê de Batata        |         |2024-12-18 21:47:14.769 -0300|2025-06-17 16:38:29.417 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/d3d8ad4e-370d-41ee-9b0f-a7f71e110f60.png|
|297|32                  |Macarrão com Batata-Doce           |         |2024-12-18 21:47:08.553 -0300|2025-06-17 16:39:11.565 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/1cc5c1fb-da93-4ce9-86c1-34840c2de0c3.png|
|290|32                  |Cereal Matinal                     |         |2024-12-18 21:45:10.946 -0300|2025-06-17 16:42:00.082 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/988a30a7-1265-4fd1-bd5b-08fc0dc57edb.png|
|287|33                  |Pão de Milho                       |         |2024-12-18 21:44:52.752 -0300|2025-06-17 16:42:38.013 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/76bf7d49-2a1b-4e7d-87c7-346e8935f6e4.png|
|286|33                  |Biscoito de Milho                  |         |2024-12-18 21:44:48.461 -0300|2025-06-17 16:42:59.077 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/60883131-ee40-445b-b311-0def47ac7a19.png|
|284|31                  |Proteína de Soja                   |         |2024-12-18 21:44:40.454 -0300|2025-06-17 16:45:58.525 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/34fa56cb-cd09-411b-85be-c025cd8d3c11.png|
|281|30                  |Creme de Queijo                    |         |2024-12-18 21:43:18.456 -0300|2025-06-17 16:46:56.568 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/d7f1172b-acd1-42ae-969b-46c737903a02.png|
|274|32                  |Patês                              |         |2024-12-18 21:39:41.723 -0300|2025-06-17 16:51:41.229 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/7aec78d2-712c-4a03-9db7-0b8424e4923d.png|
|272|37                  |Atum em Conserva                   |         |2024-12-18 21:39:20.513 -0300|2025-06-17 16:52:17.925 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/af667ad4-8181-4a49-a520-71e7ad5427c9.png|
|271|32                  |Vinagre tinto                      |         |2024-12-18 21:38:46.916 -0300|2025-06-17 16:52:36.996 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/ca888deb-aba7-4ab8-8873-f4d6d49243f8.png|
|269|32                  |Azeite de Oliva                    |         |2024-12-18 21:38:30.494 -0300|2025-06-17 16:53:14.243 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/57e88320-896e-4dcb-bfe3-ddc2b334bfe6.png|
|267|37                  |Grão-de-Bico em Conserva           |         |2024-12-18 21:37:42.199 -0300|2025-06-17 16:53:59.602 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/c37a21fe-f7f9-468d-853e-b377b5555e8c.png|
|265|35                  |Creme de Avelã                     |         |2024-12-18 21:37:35.700 -0300|2025-06-17 16:54:35.125 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/775d6edc-d4ad-45ab-869f-90836b6179ac.png|
|260|31                  |Nuggets Vegetal                    |         |2024-12-18 21:36:36.389 -0300|2025-06-17 16:58:24.074 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/799ea89a-ca5a-4065-a749-ecad97f6e9f2.png|
|255|30                  |Doce de Leite Tablete e Bolinha    |         |2024-12-18 21:34:49.571 -0300|2025-06-17 16:58:44.549 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/5a5b312b-5e82-4e4b-b7b7-c4fa243d4409.png|
|252|38                  |Batata Palha                       |         |2024-12-18 21:32:54.854 -0300|2025-06-17 17:01:47.005 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/3e0de34e-4dfa-4d44-8daa-73e1418fec06.png|
|249|32                  |Leite de Coco                      |         |2024-12-18 21:32:15.024 -0300|2025-06-17 17:02:31.186 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/e567b64b-ae33-476f-87be-aac403cf5537.png|
|248|32                  |Coco Ralado                        |         |2024-12-18 21:32:12.773 -0300|2025-06-17 17:02:50.543 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/9e39cf2b-34ad-47ba-9103-e32621161d8b.png|
|245|35                  |Balas Mastigáveis                  |         |2024-12-18 21:31:33.142 -0300|2025-06-17 17:03:34.516 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/6428587c-8c00-45b5-8753-41ae689cb69a.png|
|243|35                  |Confeito de Chocolate              |         |2024-12-18 21:31:28.075 -0300|2025-06-17 17:06:04.334 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/b689eaa2-ab38-487c-88b3-6a801a871c0f.png|
|241|33                  |Mistura para Bolo                  |         |2024-12-18 21:31:01.168 -0300|2025-06-17 17:06:26.935 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/3f313bf0-b345-4374-a15d-70a021fb82b6.png|
|238|32                  |Amido de Milho                     |         |2024-12-18 21:30:31.315 -0300|2025-06-17 17:08:17.395 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/24d41ef3-0b1b-4ab6-b6e8-2106ed1d3bf7.png|
|236|29                  |Bebida à Base de Leite de Coco     |         |2024-12-18 21:30:21.817 -0300|2025-06-17 17:08:55.770 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/dddd214f-6c4f-4403-ac2e-ad2db3609801.png|
|234|29                  |Água de Coco                       |         |2024-12-18 21:29:33.006 -0300|2025-06-17 17:11:09.155 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/716fd050-d525-435f-a1dc-191b8978d81b.png|
|232|29                  |Refresco Líquido                   |         |2024-12-18 21:28:52.332 -0300|2025-06-17 17:11:52.118 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/5deecaa2-e1ce-4ed9-80e9-11f1fe3d82bd.png|
|228|36                  |Linguiça                           |         |2024-12-18 21:28:35.101 -0300|2025-06-17 17:12:34.824 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/6b22d4a1-a26a-4748-9146-075dcef86020.png|
|227|36                  |Cortes de Frango                   |         |2024-12-18 21:28:32.400 -0300|2025-06-17 17:12:54.437 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/3ec6ba59-e777-4063-852e-e1c8df3a2fe5.png|
|225|29                  |Refrigerante                       |         |2024-12-18 21:27:42.085 -0300|2025-06-17 17:13:35.021 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/47e87e42-ca61-40fe-8a8d-8d4ec416014d.png|
|221|32                  |Molho para Yakissoba               |         |2024-12-18 21:27:26.682 -0300|2025-06-17 17:17:25.946 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/a9bfd93c-b3ef-4802-ba13-8ba881d04683.png|
|219|32                  |Molho Shoyu                        |         |2024-12-18 21:27:19.572 -0300|2025-06-17 17:18:19.786 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/83764013-8791-44ab-a8d1-4da440984881.png|
|217|32                  |Molho de Tomate                    |         |2024-12-18 21:27:07.766 -0300|2025-06-17 17:19:04.225 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/d2bc522f-76c2-455c-a939-6c582bdbacb0.png|
|216|37                  |Milho Verde em Conserva            |         |2024-12-18 21:27:06.610 -0300|2025-06-17 17:19:25.129 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/56041358-d00a-45e1-8edf-75bec9151228.png|
|214|32                  |Goiabada                           |         |2024-12-18 21:26:57.214 -0300|2025-06-17 17:24:16.922 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/3515e766-3606-441d-8091-04b4a95e74fa.png|
|212|37                  |Cenoura em Conserva                |         |2024-12-18 21:26:54.452 -0300|2025-06-17 17:25:02.229 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/0553ba34-fa60-498f-9fce-7c74ae450efa.png|
|211|32                  |Molho Barbecue                     |         |2024-12-18 21:26:53.071 -0300|2025-06-17 17:25:24.352 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/33058a16-ec15-4948-94a9-51098ca1415e.png|
|208|36                  |Waffles                            |         |2024-12-18 21:26:47.221 -0300|2025-06-17 17:26:09.650 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/2ff9c2ce-773b-472d-9221-6b57618786b4.png|
|278|30                  |Bebida Láctea Fermentada           |         |2024-12-18 21:42:56.671 -0300|2025-10-16 18:18:06.117 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/cb3fce51-2ff0-4e83-b741-a7cd8ed9f038.png|
|207|36                  |Torta Salgada Congelada            |         |2024-12-18 21:26:45.023 -0300|2025-06-17 17:26:29.641 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/eb834f2e-d15a-4a46-8da2-61d3b9f9856b.png|
|205|30                  |Queijo Gruyère                     |         |2024-12-18 21:26:11.265 -0300|2025-06-17 17:27:25.243 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/508df2a1-c2a7-494f-9bb2-f1eff0aa0bb7.png|
|203|30                  |Queijo Estepe                      |         |2024-12-18 21:26:08.315 -0300|2025-06-17 17:31:18.702 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/866fb528-c0e0-4c8f-97aa-3c41ef8f31fc.png|
|202|30                  |Queijo Emmental                    |         |2024-12-18 21:26:07.128 -0300|2025-06-17 17:31:39.679 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/a58d69ae-26fa-419b-93b0-48bd0b413842.png|
|200|30                  |Queijo Brie                        |         |2024-12-18 21:26:04.552 -0300|2025-06-17 17:32:26.609 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/09b84192-f55e-4fa1-b5df-10fe2e7162bd.png|
|199|30                  |Queijo Ralado                      |         |2024-12-18 21:26:01.286 -0300|2025-06-17 17:32:49.349 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/e25034c4-a597-49ff-94f4-d3204d6c2eab.png|
|197|30                  |Queijo Mussarela                   |         |2024-12-18 21:25:59.037 -0300|2025-06-17 17:33:31.970 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/7f9e5af7-103d-4d6a-bee5-958ed95f0497.png|
|195|30                  |Queijo Gorgonzola                  |         |2024-12-18 21:25:55.245 -0300|2025-06-17 17:34:18.153 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/f57f849d-674e-442a-8280-144d7a0fba15.png|
|194|30                  |Queijo Processado                  |         |2024-12-18 21:25:53.801 -0300|2025-06-17 17:36:32.433 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/1c42b1af-ae43-48c9-b01e-3d0b41183604.png|
|192|30                  |Queijo Provolone                   |         |2024-12-18 21:25:51.333 -0300|2025-06-17 17:37:13.518 -0300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/55885641-8deb-4c0e-a4b5-c7493e1df361.png|
