|id |titulo                                             |descricao                                          |data_inicio                  |data_fim                     |ativo|createdAt                    |updatedAt                    |id_subcategoria_produto|id_categoria_produto|precisa_cadastro_completo|id_campanha|
|119|- Cervejas Weissbier                               |                                                   |2025-06-26 17:05:08.000 -0300|2031-07-05 17:05:08.000 -0300|true |2025-06-26 17:19:21.503 -0300|2025-06-26 17:19:21.503 -0300|179                    |34                  |true                     |           |
|96 |- Linguiça Vegetal                                 |-                                                  |2025-06-25 16:47:53.000 -0300|2032-07-30 16:47:53.000 -0300|true |2025-06-25 16:53:59.569 -0300|2025-07-24 14:56:56.989 -0300|262                    |31                  |true                     |           |
|65 |- Pepino em Conserva                               |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-06-25 15:17:06.671 -0300|2025-10-16 17:38:56.596 -0300|407                    |37                  |true                     |           |
|117|- Cervejas Pilsen                                  |                                                   |2025-06-26 17:05:08.000 -0300|2031-07-05 17:05:08.000 -0300|true |2025-06-26 17:19:20.919 -0300|2025-10-16 17:25:15.553 -0300|137                    |34                  |true                     |           |
|120|- Cervejas Lager                                   |                                                   |2025-06-26 17:05:08.000 -0300|2031-07-05 17:05:08.000 -0300|true |2025-06-26 17:19:21.767 -0300|2025-06-26 17:19:21.767 -0300|180                    |34                  |true                     |           |
|121|- Cervejas Malzbier                                |                                                   |2025-06-26 17:05:08.000 -0300|2031-07-05 17:05:08.000 -0300|true |2025-06-26 17:19:22.001 -0300|2025-06-26 17:19:22.001 -0300|277                    |34                  |true                     |           |
|122|- Molho Barbecue                                   |                                                   |2025-06-26 17:31:17.000 -0300|2031-07-05 17:31:17.000 -0300|true |2025-06-26 17:37:34.867 -0300|2025-06-26 17:37:34.867 -0300|211                    |32                  |true                     |           |
|123|- Molho Shoyu                                      |                                                   |2025-06-26 17:31:17.000 -0300|2031-07-05 17:31:17.000 -0300|true |2025-06-26 17:37:35.165 -0300|2025-06-26 17:37:35.165 -0300|219                    |32                  |true                     |           |
|124|- Molho para Yakissoba                             |                                                   |2025-06-26 17:31:17.000 -0300|2031-07-05 17:31:17.000 -0300|true |2025-06-26 17:37:35.452 -0300|2025-06-26 17:37:35.452 -0300|221                    |32                  |true                     |           |
|125|- Molho para Carnes                                |                                                   |2025-06-26 17:31:17.000 -0300|2031-07-05 17:31:17.000 -0300|true |2025-06-26 17:37:35.821 -0300|2025-06-26 17:37:35.821 -0300|250                    |32                  |true                     |           |
|126|- Molho de Alho                                    |                                                   |2025-06-26 17:31:17.000 -0300|2031-07-05 17:31:17.000 -0300|true |2025-06-26 17:37:36.172 -0300|2025-06-26 17:37:36.172 -0300|326                    |32                  |true                     |           |
|127|- Molho Inglês                                     |                                                   |2025-06-26 17:31:17.000 -0300|2031-07-05 17:31:17.000 -0300|true |2025-06-26 17:37:36.523 -0300|2025-06-26 17:37:36.523 -0300|327                    |32                  |true                     |           |
|128|- Molho para Salada                                |                                                   |2025-06-26 17:31:17.000 -0300|2031-07-05 17:31:17.000 -0300|true |2025-06-26 17:37:36.870 -0300|2025-06-26 17:37:36.870 -0300|328                    |32                  |true                     |           |
|129|- Molho Oriental                                   |                                                   |2025-06-26 17:31:17.000 -0300|2031-07-05 17:31:17.000 -0300|true |2025-06-26 17:37:37.162 -0300|2025-06-26 17:37:37.162 -0300|372                    |32                  |true                     |           |
|130|- Molho de Soja                                    |                                                   |2025-06-26 17:31:17.000 -0300|2031-07-05 17:31:17.000 -0300|true |2025-06-26 17:37:37.436 -0300|2025-06-26 17:37:37.436 -0300|391                    |32                  |true                     |           |
|131|- Vinagre tinto                                    |                                                   |2025-06-27 11:07:54.000 -0300|2031-07-05 11:07:54.000 -0300|true |2025-06-27 11:28:32.305 -0300|2025-06-27 11:28:32.305 -0300|271                    |32                  |true                     |           |
|132|- Vinagre Balsâmico                                |                                                   |2025-06-27 11:07:54.000 -0300|2031-07-05 11:07:54.000 -0300|true |2025-06-27 11:28:32.591 -0300|2025-06-27 11:28:32.591 -0300|330                    |32                  |true                     |           |
|133|- Vinagre de Álcool                                |                                                   |2025-06-27 11:07:54.000 -0300|2031-07-05 11:07:54.000 -0300|true |2025-06-27 11:28:32.858 -0300|2025-06-27 11:28:32.858 -0300|331                    |32                  |true                     |           |
|134|- Vinagre de Maçã                                  |                                                   |2025-06-27 11:07:54.000 -0300|2031-07-05 11:07:54.000 -0300|true |2025-06-27 11:28:33.114 -0300|2025-06-27 11:28:33.114 -0300|332                    |32                  |true                     |           |
|135|- Chocolate ao Leite                               |                                                   |2025-06-27 11:31:41.000 -0300|2031-07-05 11:31:41.000 -0300|true |2025-06-27 11:43:30.825 -0300|2025-06-27 11:43:30.825 -0300|143                    |35                  |true                     |           |
|136|- Chocolate Branco                                 |                                                   |2025-06-27 11:31:41.000 -0300|2031-07-05 11:31:41.000 -0300|true |2025-06-27 11:43:31.083 -0300|2025-06-27 11:43:31.083 -0300|144                    |35                  |true                     |           |
|137|- Chocolate Meio amargo                            |                                                   |2025-06-27 11:31:41.000 -0300|2031-07-05 11:31:41.000 -0300|true |2025-06-27 11:43:31.332 -0300|2025-06-27 11:43:31.332 -0300|309                    |35                  |true                     |           |
|138|- Macarrão de Sêmola                               |                                                   |2025-07-01 18:17:53.000 -0300|2031-08-02 18:17:53.000 -0300|true |2025-07-01 18:18:08.699 -0300|2025-07-01 18:18:08.699 -0300|132                    |32                  |true                     |           |
|139|- Macarrão com Ovos                                |                                                   |2025-07-01 18:17:53.000 -0300|2031-08-02 18:17:53.000 -0300|true |2025-07-01 18:18:08.961 -0300|2025-07-01 18:18:08.961 -0300|162                    |32                  |true                     |           |
|140|- Macarrão de Arroz                                |                                                   |2025-07-01 18:17:53.000 -0300|2031-08-02 18:17:53.000 -0300|true |2025-07-01 18:18:09.201 -0300|2025-07-01 18:18:09.201 -0300|163                    |32                  |true                     |           |
|141|- Macarrão com Batata-Doce                         |                                                   |2025-07-01 18:17:53.000 -0300|2031-08-02 18:17:53.000 -0300|true |2025-07-01 18:18:09.421 -0300|2025-07-01 18:18:09.421 -0300|297                    |32                  |true                     |           |
|142|- Macarrão com Abóbora                             |                                                   |2025-07-01 18:17:53.000 -0300|2031-08-02 18:17:53.000 -0300|true |2025-07-01 18:18:09.679 -0300|2025-07-01 18:18:09.679 -0300|298                    |32                  |true                     |           |
|143|- Macarrão Comum                                   |                                                   |2025-07-01 18:17:53.000 -0300|2031-08-02 18:17:53.000 -0300|true |2025-07-01 18:18:09.908 -0300|2025-07-01 18:18:09.908 -0300|409                    |32                  |true                     |           |
|144|- Peixe Congelado                                  |                                                   |2025-07-01 18:23:20.000 -0300|2031-08-02 18:23:20.000 -0300|true |2025-07-01 19:04:57.810 -0300|2025-07-01 19:04:57.810 -0300|231                    |36                  |true                     |           |
|145|- Carne Bovina Congelada                           |                                                   |2025-07-01 18:23:20.000 -0300|2031-08-02 18:23:20.000 -0300|true |2025-07-01 19:04:58.304 -0300|2025-07-01 19:04:58.304 -0300|303                    |36                  |true                     |           |
|147|- Carne Suína                                      |                                                   |2025-07-01 18:23:20.000 -0300|2031-08-02 18:23:20.000 -0300|true |2025-07-01 19:04:59.247 -0300|2025-07-01 19:04:59.247 -0300|352                    |36                  |true                     |           |
|148|- Cortes de Frango                                 |                                                   |2025-07-01 18:23:20.000 -0300|2031-08-02 18:23:20.000 -0300|true |2025-07-01 19:04:59.819 -0300|2025-07-01 19:04:59.819 -0300|227                    |36                  |true                     |           |
|149|- Cortes de Peru                                   |                                                   |2025-07-01 18:23:20.000 -0300|2031-08-02 18:23:20.000 -0300|true |2025-07-01 19:05:00.389 -0300|2025-07-01 19:05:00.389 -0300|350                    |36                  |true                     |           |
|150|- Ketchup                                          |                                                   |2025-07-01 19:05:47.000 -0300|2031-08-02 19:05:47.000 -0300|true |2025-07-01 19:26:02.639 -0300|2025-07-01 19:26:02.639 -0300|148                    |32                  |true                     |           |
|151|- Maionese                                         |                                                   |2025-07-01 19:05:47.000 -0300|2031-08-02 19:05:47.000 -0300|true |2025-07-01 19:26:02.955 -0300|2025-07-01 19:26:02.955 -0300|149                    |32                  |true                     |           |
|152|- Margarina                                        |                                                   |2025-07-01 19:05:47.000 -0300|2031-08-02 19:05:47.000 -0300|true |2025-07-01 19:26:03.247 -0300|2025-07-01 19:26:03.247 -0300|379                    |32                  |true                     |           |
|153|- Mostarda                                         |                                                   |2025-07-01 19:05:47.000 -0300|2031-08-02 19:05:47.000 -0300|true |2025-07-01 19:26:03.505 -0300|2025-07-01 19:26:03.505 -0300|222                    |32                  |true                     |           |
|154|- Linguiça                                         |                                                   |2025-07-02 10:18:53.000 -0300|2031-08-02 10:18:53.000 -0300|true |2025-07-02 10:44:34.508 -0300|2025-07-02 10:44:34.508 -0300|228                    |36                  |true                     |           |
|155|- Linguiça Defumada                                |                                                   |2025-07-02 10:18:53.000 -0300|2031-08-02 10:18:53.000 -0300|true |2025-07-02 10:44:34.789 -0300|2025-07-02 10:44:34.789 -0300|355                    |36                  |true                     |           |
|156|- Presunto                                         |                                                   |2025-07-02 10:47:55.000 -0300|2032-08-07 10:47:55.000 -0300|true |2025-07-02 11:10:12.640 -0300|2025-07-02 11:10:12.640 -0300|333                    |36                  |true                     |           |
|157|- Apresuntado                                      |                                                   |2025-07-02 10:47:55.000 -0300|2032-08-07 10:47:55.000 -0300|true |2025-07-02 11:10:12.881 -0300|2025-07-02 11:10:12.881 -0300|349                    |36                  |true                     |           |
|158|- Mix de Castanhas                                 |                                                   |2025-07-02 11:11:25.000 -0300|2031-08-02 11:11:25.000 -0300|true |2025-07-02 11:36:08.265 -0300|2025-07-02 11:36:08.265 -0300|315                    |39                  |true                     |           |
|159|- Mix de Frutas e Sementes                         |                                                   |2025-07-02 11:11:25.000 -0300|2031-08-02 11:11:25.000 -0300|true |2025-07-02 11:36:08.546 -0300|2025-07-02 11:36:08.546 -0300|316                    |39                  |true                     |           |
|160|- Mix de Sementes                                  |                                                   |2025-07-02 11:11:25.000 -0300|2031-08-02 11:11:25.000 -0300|true |2025-07-02 11:36:08.777 -0300|2025-07-02 11:36:08.777 -0300|317                    |39                  |true                     |           |
|161|- Mix de Cereais e Sementes                        |                                                   |2025-07-02 11:11:25.000 -0300|2031-08-02 11:11:25.000 -0300|true |2025-07-02 11:36:08.986 -0300|2025-07-02 11:36:08.986 -0300|320                    |39                  |true                     |           |
|162|- Molho de Tomate                                  |                                                   |2025-07-02 11:49:16.000 -0300|2031-08-02 11:49:16.000 -0300|true |2025-07-02 11:55:25.906 -0300|2025-07-02 11:55:25.906 -0300|217                    |32                  |true                     |           |
|163|- Passata de Tomate                                |                                                   |2025-07-02 11:49:16.000 -0300|2031-08-02 11:49:16.000 -0300|true |2025-07-02 11:55:26.151 -0300|2025-07-02 11:55:26.151 -0300|220                    |32                  |true                     |           |
|164|- Extrato de Tomate                                |                                                   |2025-07-02 11:49:16.000 -0300|2031-08-02 11:49:16.000 -0300|true |2025-07-02 11:55:26.367 -0300|2025-07-02 11:55:26.367 -0300|266                    |32                  |true                     |           |
|165|- Polpa de Tomate                                  |                                                   |2025-07-02 11:49:16.000 -0300|2031-08-02 11:49:16.000 -0300|true |2025-07-02 11:55:26.595 -0300|2025-07-02 11:55:26.595 -0300|373                    |32                  |true                     |           |
|166|- Tomate Pelado                                    |                                                   |2025-07-02 11:49:16.000 -0300|2031-08-02 11:49:16.000 -0300|true |2025-07-02 11:55:26.819 -0300|2025-07-02 11:55:26.819 -0300|374                    |32                  |true                     |           |
|167|- Embutido de Frango                               |                                                   |2025-07-11 13:56:15.000 -0300|2032-08-07 13:56:15.000 -0300|true |2025-07-11 14:10:04.390 -0300|2025-07-11 14:10:04.390 -0300|357                    |36                  |true                     |           |
|168|- Embutido de Peru                                 |                                                   |2025-07-11 13:56:15.000 -0300|2032-08-07 13:56:15.000 -0300|true |2025-07-11 14:10:04.775 -0300|2025-07-11 14:10:04.775 -0300|358                    |36                  |true                     |           |
|169|- Embutido Suíno                                   |                                                   |2025-07-11 13:56:15.000 -0300|2032-08-07 13:56:15.000 -0300|true |2025-07-11 14:10:05.134 -0300|2025-07-11 14:10:05.134 -0300|360                    |36                  |true                     |           |
|170|- Pizza Pronta                                     |                                                   |2025-07-11 14:12:29.000 -0300|2031-08-02 14:12:29.000 -0300|true |2025-07-11 14:23:08.119 -0300|2025-07-11 14:23:08.119 -0300|191                    |36                  |true                     |           |
|171|- Prato Pronto                                     |                                                   |2025-07-11 14:12:29.000 -0300|2031-08-02 14:12:29.000 -0300|true |2025-07-11 14:23:08.481 -0300|2025-07-11 14:23:08.481 -0300|209                    |36                  |true                     |           |
|172|- Lasanha Pronta                                   |                                                   |2025-07-11 14:12:29.000 -0300|2031-08-02 14:12:29.000 -0300|true |2025-07-11 14:23:08.757 -0300|2025-07-11 14:23:08.757 -0300|354                    |36                  |true                     |           |
|173|- Sopa Congelada                                   |                                                   |2025-07-11 14:12:29.000 -0300|2031-08-02 14:12:29.000 -0300|true |2025-07-11 14:23:09.138 -0300|2025-07-11 14:23:09.138 -0300|392                    |36                  |true                     |           |
|174|- Torta Salgada Congelada                          |                                                   |2025-07-11 14:12:29.000 -0300|2031-08-02 14:12:29.000 -0300|true |2025-07-11 14:23:09.479 -0300|2025-07-11 14:23:09.479 -0300|207                    |36                  |true                     |           |
|175|- Cream Cheese                                     |                                                   |2025-07-14 14:44:14.000 -0300|2031-08-02 14:44:14.000 -0300|true |2025-07-14 15:06:33.127 -0300|2025-07-14 15:06:33.127 -0300|182                    |30                  |true                     |           |
|176|- Creme de Queijo                                  |                                                   |2025-07-14 14:44:14.000 -0300|2031-08-02 14:44:14.000 -0300|true |2025-07-14 15:06:33.444 -0300|2025-07-14 15:06:33.444 -0300|281                    |30                  |true                     |           |
|177|- Creme Quark                                      |                                                   |2025-07-14 14:44:14.000 -0300|2031-08-02 14:44:14.000 -0300|true |2025-07-14 15:06:33.711 -0300|2025-07-14 15:06:33.711 -0300|168                    |30                  |true                     |           |
|189|- Pão Brioche                                      |                                                   |2025-07-16 12:23:17.000 -0300|2031-08-02 12:23:17.000 -0300|true |2025-07-16 12:31:51.954 -0300|2025-07-16 12:31:51.954 -0300|411                    |33                  |true                     |           |
|190|-  Pão de Fermentação Natural                      |                                                   |2025-07-16 12:32:28.000 -0300|2031-08-02 12:32:28.000 -0300|true |2025-07-16 12:38:30.436 -0300|2025-07-16 12:38:30.436 -0300|342                    |33                  |true                     |           |
|178|Bebida à Base de Castanha                          |                                                   |2025-07-14 15:07:29.000 -0300|2031-08-02 15:07:29.000 -0300|true |2025-07-14 15:14:08.945 -0300|2025-07-14 15:17:01.246 -0300|117                    |29                  |true                     |           |
|181|- Azeite de Oliva                                  |                                                   |2025-07-14 15:17:45.000 -0300|2031-08-02 15:17:45.000 -0300|true |2025-07-14 15:25:01.385 -0300|2025-07-14 15:25:01.385 -0300|269                    |32                  |true                     |           |
|194|- Balas Mastigáveis                                |                                                   |2025-07-16 14:33:36.000 -0300|2031-08-02 14:33:36.000 -0300|true |2025-07-16 14:41:57.056 -0300|2025-07-16 14:41:57.056 -0300|245                    |35                  |true                     |           |
|191|-  Pão de Milho                                    |                                                   |2025-07-16 12:32:28.000 -0300|2031-08-02 12:32:28.000 -0300|true |2025-07-16 12:38:30.786 -0300|2025-07-16 12:40:20.774 -0300|287                    |33                  |true                     |           |
|192|- Pão de Queijo Congelado                          |                                                   |2025-07-16 14:07:22.000 -0300|2031-08-02 14:07:22.000 -0300|true |2025-07-16 14:31:48.639 -0300|2025-07-16 14:31:48.639 -0300|190                    |36                  |true                     |           |
|196|- Leite Fermentado                                 |                                                   |2025-07-17 14:54:39.000 -0300|2031-08-02 14:54:39.000 -0300|true |2025-07-17 15:05:46.114 -0300|2025-07-17 15:05:46.114 -0300|126                    |30                  |true                     |           |
|193|- Balas Duras                                      |                                                   |2025-07-16 14:33:36.000 -0300|2031-08-02 14:33:36.000 -0300|true |2025-07-16 14:41:56.787 -0300|2025-07-16 14:49:51.990 -0300|244                    |35                  |true                     |           |
|195|- Bala de Gelatina                                 |                                                   |2025-07-16 14:33:36.000 -0300|2031-08-02 14:33:36.000 -0300|true |2025-07-16 14:41:57.304 -0300|2025-07-29 17:58:40.988 -0300|246                    |35                  |true                     |           |
|197|- Leite UHT                                        |                                                   |2025-07-17 14:54:39.000 -0300|2031-08-02 14:54:39.000 -0300|true |2025-07-17 15:05:46.392 -0300|2025-07-17 15:05:46.392 -0300|166                    |30                  |true                     |           |
|198|- Leite em Pó                                      |                                                   |2025-07-17 14:54:39.000 -0300|2031-08-02 14:54:39.000 -0300|true |2025-07-17 15:05:46.661 -0300|2025-07-17 15:05:46.661 -0300|167                    |30                  |true                     |           |
|200|- Leite de coco                                    |                                                   |2025-07-17 14:54:39.000 -0300|2031-08-02 14:54:39.000 -0300|true |2025-07-17 15:26:12.318 -0300|2025-07-17 15:26:12.318 -0300|249                    |32                  |true                     |           |
|201|- Bebida à base de soja                            |                                                   |2025-07-17 14:54:39.000 -0300|2031-08-02 14:54:39.000 -0300|true |2025-07-17 15:30:54.686 -0300|2025-07-17 15:30:54.686 -0300|127                    |31                  |true                     |           |
|146|- Frango Inteiro                                   |                                                   |2025-07-01 18:23:20.000 -0300|2031-08-02 18:23:20.000 -0300|true |2025-07-01 19:04:58.953 -0300|2025-10-16 18:05:11.536 -0300|305                    |36                  |true                     |           |
|199|- Leite Condensado                                 |                                                   |2025-07-17 14:54:39.000 -0300|2031-08-02 14:54:39.000 -0300|true |2025-07-17 15:05:46.999 -0300|2025-07-17 15:44:40.199 -0300|159                    |30                  |true                     |           |
|202|- Doce de Leite                                    |                                                   |2025-07-22 17:17:59.000 -0300|2031-08-02 17:17:59.000 -0300|true |2025-07-22 17:18:08.529 -0300|2025-07-22 17:18:08.529 -0300|254                    |30                  |true                     |           |
|203|- Doce de Leite Tablete e Bolinha                  |                                                   |2025-07-22 17:17:59.000 -0300|2031-08-02 17:17:59.000 -0300|true |2025-07-22 17:18:08.810 -0300|2025-07-22 17:29:20.707 -0300|255                    |30                  |true                     |           |
|204|- Miúdo de Frango                                  |                                                   |2025-07-24 14:10:04.000 -0300|2031-08-02 14:10:04.000 -0300|true |2025-07-24 14:26:38.153 -0300|2025-07-24 14:26:38.153 -0300|230                    |36                  |true                     |           |
|205|- Miúdo de Peru                                    |                                                   |2025-07-24 14:10:04.000 -0300|2031-08-02 14:10:04.000 -0300|true |2025-07-24 14:26:38.454 -0300|2025-07-24 14:26:38.454 -0300|353                    |36                  |true                     |           |
|206|- Miúdo Suíno                                      |                                                   |2025-07-24 14:10:04.000 -0300|2031-08-02 14:10:04.000 -0300|true |2025-07-24 14:26:38.715 -0300|2025-07-24 14:26:38.715 -0300|356                    |36                  |true                     |           |
|208|- Bacon                                            |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-24 15:16:27.802 -0300|2025-07-24 15:16:27.802 -0300|351                    |36                  |true                     |           |
|209|- Mortadela                                        |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-24 15:37:11.695 -0300|2025-07-24 15:37:11.695 -0300|229                    |36                  |true                     |           |
|210|- Frango Cozido Congelado                          |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-24 16:08:43.113 -0300|2025-07-24 16:08:43.113 -0300|361                    |36                  |true                     |           |
|207|- Almôndega                                        |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-24 14:52:18.818 -0300|2025-07-24 16:24:20.155 -0300|300                    |36                  |true                     |           |
|258|-  Pipoca Pronta Doce                              |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-12 17:51:15.627 -0300|2025-08-12 17:51:15.627 -0300|318                    |38                  |true                     |           |
|212|-  Salsicha                                        |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-24 17:39:19.129 -0300|2025-07-24 17:39:19.129 -0300|363                    |36                  |true                     |           |
|211|- Salsicha Enlatada                                |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-24 16:23:41.525 -0300|2025-07-24 17:39:32.598 -0300|402                    |32                  |true                     |           |
|244|- Grão-de-Bico em Conserva                         |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-04 17:00:46.952 -0300|2025-08-07 17:44:17.582 -0300|267                    |37                  |true                     |           |
|214|-   Arroz Agulhinha/Polido                         |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-28 18:07:55.664 -0300|2025-07-28 18:07:55.664 -0300|301                    |32                  |true                     |           |
|215|-   Arroz Cateto Integral                          |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-28 18:07:55.933 -0300|2025-07-28 18:07:55.933 -0300|302                    |32                  |true                     |           |
|217|-   Feijão Carioca                                 |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-28 18:25:04.273 -0300|2025-07-28 18:25:04.273 -0300|292                    |32                  |true                     |           |
|218|-   Feijão Branco                                  |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-28 18:25:04.628 -0300|2025-07-28 18:25:04.628 -0300|293                    |32                  |true                     |           |
|219|-   Feijão Fradinho                                |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-28 18:25:04.970 -0300|2025-07-28 18:25:04.970 -0300|294                    |32                  |true                     |           |
|220|-   Feijão Preto                                   |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-28 18:25:05.297 -0300|2025-07-28 18:25:05.297 -0300|295                    |32                  |true                     |           |
|213|-  Salame                                          |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-24 17:39:19.404 -0300|2025-07-28 18:25:25.263 -0300|362                    |36                  |true                     |           |
|221|- Gelatina                                         |                                                   |2025-07-16 14:33:36.000 -0300|2031-08-02 14:33:36.000 -0300|true |2025-07-29 17:56:10.189 -0300|2025-07-29 17:56:10.189 -0300|369                    |32                  |true                     |           |
|259|-  Pipoca Pronta Salgada                           |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-12 17:51:15.891 -0300|2025-08-12 17:51:15.891 -0300|319                    |38                  |true                     |           |
|222|-    Farinha de Trigo                              |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-29 18:10:15.919 -0300|2025-07-29 18:10:15.919 -0300|136                    |32                  |true                     |           |
|223|-    Farinha de Sêmola                             |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-29 18:10:16.211 -0300|2025-07-29 18:10:16.211 -0300|380                    |32                  |true                     |           |
|241|-   Tempero Granulado                              |Pesquisa de mercado Água Tônica                    |2025-02-10 16:50:25.000 -0300|2031-03-01 16:50:25.000 -0300|true |2025-08-04 15:38:28.040 -0300|2025-10-20 16:34:34.235 -0300|322                    |32                  |true                     |           |
|249|-   Macarrão Instantâneo                           |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-08 11:57:14.993 -0300|2025-08-08 11:57:14.993 -0300|130                    |32                  |true                     |           |
|224|-    Farinha de Milho                              |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-29 18:10:16.497 -0300|2025-07-31 13:40:51.945 -0300|304                    |32                  |true                     |           |
|250|-  Massa para Lasanha                              |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-08 12:09:11.109 -0300|2025-08-08 12:16:49.952 -0300|133                    |32                  |true                     |           |
|251|-  Batata Palha                                    |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-08 12:24:55.984 -0300|2025-08-08 12:24:55.984 -0300|252                    |38                  |true                     |           |
|227|-    Farinha Panko                                 |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-31 13:50:00.647 -0300|2025-07-31 13:50:00.647 -0300|390                    |32                  |true                     |           |
|225|-    Farinha para Milanesa                         |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-29 18:10:16.760 -0300|2025-07-31 13:50:07.478 -0300|375                    |32                  |true                     |           |
|216|-   Arroz Oriental                                 |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-28 18:07:56.191 -0300|2025-07-31 14:46:35.936 -0300|388                    |32                  |true                     |           |
|228|-    Farinha Láctea                                |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-07-31 14:18:38.849 -0300|2025-08-04 14:35:30.424 -0300|325                    |30                  |true                     |           |
|252|-  Batata Congelada                                |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-08 12:31:33.284 -0300|2025-08-08 12:31:53.611 -0300|382                    |36                  |true                     |           |
|231|-     Creme de Leite                               |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-08-04 14:35:21.570 -0300|2025-08-06 08:44:32.461 -0300|158                    |30                  |true                     |           |
|232|-     Nata                                         |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-08-04 14:35:21.818 -0300|2025-08-06 08:48:39.191 -0300|348                    |30                  |true                     |           |
|253|-  Cacau em Pó                                     |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-08 12:35:55.863 -0300|2025-08-08 12:35:55.863 -0300|239                    |32                  |true                     |           |
|254|-  Creme de Avelã                                  |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-12 17:32:47.248 -0300|2025-08-12 17:32:47.248 -0300|265                    |35                  |true                     |           |
|255|-   Sorvete Pote                                   |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-08-12 17:38:28.238 -0300|2025-08-12 17:38:28.238 -0300|176                    |30                  |true                     |           |
|233|-     Requeijão                                    |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-08-04 14:35:22.082 -0300|2025-08-06 08:56:48.772 -0300|170                    |30                  |true                     |           |
|260|-  Salgadinhos                                     |                                                   |2025-06-25 14:47:09.000 -0300|2030-07-06 14:47:09.000 -0300|true |2025-09-16 16:08:21.716 -0300|2025-09-16 16:08:21.716 -0300|251                    |38                  |true                     |           |
|236|-  Preparado para Refresco Concentrado             |Bem-vindo(a) a foodtest!                           |2025-02-10 16:50:25.000 -0300|2031-03-01 16:50:25.000 -0300|true |2025-08-04 15:22:04.991 -0300|2025-10-20 17:05:38.748 -0300|323                    |29                  |true                     |           |
|230|-     Coalhada                                     |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-08-04 14:35:21.288 -0300|2025-08-06 08:40:36.255 -0300|279                    |30                  |true                     |           |
|234|-      Iogurte                                     |                                                   |2025-07-24 14:36:11.000 -0300|2031-08-02 14:36:11.000 -0300|true |2025-08-04 15:01:05.421 -0300|2025-08-06 09:01:30.185 -0300|165                    |30                  |true                     |           |
