|gtin_ean     |link_imagem_anterior                                                                                 |
|7896004007793|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/8d93906e-984f-4839-a9d8-a5473a4df54e.png|
|7891150007680|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/f43a054f-fec3-42cf-b880-3455696f8312.png|
|7891150089051|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/d40f1a88-c071-42db-9f09-df348e0c96c9.png|
|7891150099937|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/71974652-925a-45bb-8be2-2ca506f3afe1.png|
|7891150100817|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/f1fad050-bfae-4fd7-932c-7df4b396482b.png|
|7891150100824|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/507edf65-a182-4258-b370-f32b6d7446f1.png|
|7891150100831|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/2271616e-9d07-4e02-8f42-e583daa9d073.png|
|7896116900029|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/ce5505f1-5713-4d54-8ed9-2326f0852231.png|
|7891150057708|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/f5574a89-5fd0-407d-9172-78dc076e6fd1.png|
|7891150100077|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/b995e7e8-6030-4ff7-aac2-4c72bb630827.png|
|7893753001362|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/0bc77c82-88bb-4a6b-8b1e-0690f94ca8ea.png|
|7893753299165|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/88142b7e-055f-47d6-bda4-2b70d643e195.png|
|7893753600251|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/bb3d7373-39eb-4346-8d0c-49693f5e34e1.png|
|7622210534576|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/d4860fb3-de1a-4faa-8a47-62e44ca57ab5.png|
|7622210534712|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/bf26f0f5-eb15-455d-a5e5-0457a7e76084.png|
|7622210534804|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/cee622d9-1807-49fc-8843-3e8fd8c18cbc.png|
|7622210534897|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/466fd352-86a5-4fbd-a65a-aa95a09792bf.png|
|7622210535016|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/49dbe9aa-99a6-4232-a013-27cc4987e64c.png|
|7891000037256|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/8fa9da59-1f07-4031-b2c4-9e32dd6d02e4.png|
|7891000037270|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/45b2a1ee-2679-4181-a515-f9f0c6fe58e3.png|
|7891000037300|https://dimo.nyc3.digitaloceanspaces.com/foodtest_production/3571a29e-7ce8-4a2f-9d14-5f98a7041249.png|
