|id |nome                     |id_estado|createdAt                    |updatedAt                    |
|1.194|Riachuelo                      |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.195|Rodolfo Fernandes              |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.196|Tibau                          |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.197|Ruy Barbosa                    |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.198|Santa Cruz                     |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.199|Santana do Matos               |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.200|Santana do Seridó              |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.201|Santo Antônio                  |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.202|São Bento do Norte             |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.203|São Bento do Trairí            |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.204|São Fernando                   |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.205|São Francisco do Oeste         |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.206|São Gonçalo do Amarante        |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.207|São João do Sabugi             |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.208|São José de Mipibu             |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.209|São José do Campestre          |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.210|São José do Seridó             |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.211|São Miguel                     |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.212|São Miguel do Gostoso          |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.213|São Paulo do Potengi           |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.214|São Pedro                      |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.215|São Rafael                     |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.216|São Tomé                       |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.217|São Vicente                    |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.218|Senador Elói de Souza          |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.219|Senador Georgino Avelino       |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.220|Serra de São Bento             |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.221|Serra do Mel                   |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.222|Serra Negra do Norte           |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.223|Serrinha                       |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.224|Serrinha Dos Pintos            |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.225|Severiano Melo                 |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.226|Sítio Novo                     |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.227|Taboleiro Grande               |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.228|Taipu                          |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.229|Tangará                        |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.230|Tenente Ananias                |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.231|Tenente Laurentino Cruz        |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.232|Tibau do Sul                   |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.233|Timbaúba Dos Batistas          |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.234|Touros                         |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.235|Triunfo Potiguar               |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.236|Umarizal                       |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.237|Upanema                        |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.238|Várzea                         |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.239|Venha-ver                      |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.240|Vera Cruz                      |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.241|Viçosa                         |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.242|Vila Flor                      |11       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.243|Água Branca                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.244|Aguiar                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.245|Alagoa Grande                  |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.246|Alagoa Nova                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.247|Alagoinha                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.248|Alcantil                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.249|Algodão de Jandaíra            |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.250|Alhandra                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.251|São João do Rio do Peixe       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.252|Amparo                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.253|Aparecida                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.254|Araçagi                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.255|Arara                          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.256|Araruna                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.257|Areia                          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.258|Areia de Baraúnas              |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.259|Areial                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.260|Aroeiras                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.261|Assunção                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.262|Baía da Traição                |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.263|Bananeiras                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.264|Baraúna                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.265|Barra de Santana               |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.266|Barra de Santa Rosa            |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.267|Barra de São Miguel            |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.268|Bayeux                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.269|Belém                          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.270|Belém do Brejo do Cruz         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.271|Bernardino Batista             |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.272|Boa Ventura                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.273|Boa Vista                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.274|Bom Jesus                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.275|Bom Sucesso                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.276|Bonito de Santa fé             |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.277|Boqueirão                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.278|Igaracy                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.279|Borborema                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.280|Brejo do Cruz                  |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.281|Brejo Dos Santos               |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.282|Caaporã                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.283|Cabaceiras                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.284|Cabedelo                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.285|Cachoeira Dos Índios           |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.286|Cacimba de Areia               |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.287|Cacimba de Dentro              |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.288|Cacimbas                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.289|Caiçara                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.290|Cajazeiras                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.291|Cajazeirinhas                  |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.292|Caldas Brandão                 |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.293|Camalaú                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.294|Campina Grande                 |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.295|Capim                          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.296|Caraúbas                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.297|Carrapateira                   |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.298|Casserengue                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.299|Catingueira                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.300|Catolé do Rocha                |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.301|Caturité                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.302|Conceição                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.303|Condado                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.304|Conde                          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.305|Congo                          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.306|Coremas                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.307|Coxixola                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.308|Cruz do Espírito Santo         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.309|Cubati                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.310|Cuité                          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.311|Cuitegi                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.312|Cuité de Mamanguape            |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.313|Curral de Cima                 |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.314|Curral Velho                   |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.315|Damião                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.316|Desterro                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.317|Vista Serrana                  |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.318|Diamante                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.319|Dona Inês                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.320|Duas Estradas                  |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.321|Emas                           |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.322|Esperança                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.323|Fagundes                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.324|Frei Martinho                  |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.325|Gado Bravo                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.326|Guarabira                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.327|Gurinhém                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.328|Gurjão                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.329|Ibiara                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.330|Imaculada                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.331|Ingá                           |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.332|Itabaiana                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.333|Itaporanga                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.334|Itapororoca                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.335|Itatuba                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.336|Jacaraú                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.337|Jericó                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.338|João Pessoa                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.339|Juarez Távora                  |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.340|Juazeirinho                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.341|Junco do Seridó                |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.342|Juripiranga                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.343|Juru                           |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.344|Lagoa                          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.345|Lagoa de Dentro                |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.346|Lagoa Seca                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.347|Lastro                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.348|Livramento                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.349|Logradouro                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.350|Lucena                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.351|Mãe D´água                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.352|Malta                          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.353|Mamanguape                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.354|Manaíra                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.355|Marcação                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.356|Mari                           |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.357|Marizópolis                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.358|Massaranduba                   |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.359|Mataraca                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.360|Matinhas                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.361|Mato Grosso                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.362|Maturéia                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.363|Mogeiro                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.364|Montadas                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.365|Monte Horebe                   |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.366|Monteiro                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.367|Mulungu                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.368|Natuba                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.369|Nazarezinho                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.370|Nova Floresta                  |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.371|Nova Olinda                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.372|Nova Palmeira                  |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.373|Olho D´água                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.374|Olivedos                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.375|Ouro Velho                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.376|Parari                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.377|Passagem                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.378|Patos                          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.379|Paulista                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.380|Pedra Branca                   |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.381|Pedra Lavrada                  |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.382|Pedras de Fogo                 |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.383|Piancó                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.384|Picuí                          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.385|Pilar                          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.386|Pilões                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.387|Pilõezinhos                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.388|Pirpirituba                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.389|Pitimbu                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.390|Pocinhos                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.391|Poço Dantas                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.392|Poço de José de Moura          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.393|Pombal                         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.394|Prata                          |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.395|Princesa Isabel                |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.396|Puxinanã                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.397|Queimadas                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.398|Quixabá                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.399|Remígio                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.400|Pedro Régis                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.401|Riachão                        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.402|Riachão do Bacamarte           |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.403|Riachão do Poço                |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.404|Riacho de Santo Antônio        |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.405|Riacho Dos Cavalos             |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.406|Rio Tinto                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.407|Salgadinho                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.408|Salgado de São Félix           |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.409|Santa Cecília                  |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.410|Santa Cruz                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.411|Santa Helena                   |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.412|Santa Inês                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.413|Santa Luzia                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.414|Santana de Mangueira           |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.415|Santana Dos Garrotes           |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.416|Santarém                       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.417|Santa Rita                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.418|Santa Teresinha                |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.419|Santo André                    |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.420|São Bento                      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.421|São Bentinho                   |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.422|São Domingos do Cariri         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.423|São Domingos de Pombal         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.424|São Francisco                  |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.425|São João do Cariri             |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.426|São João do Tigre              |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.427|São José da Lagoa Tapada       |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.428|São José de Caiana             |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.429|São José de Espinharas         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.430|São José Dos Ramos             |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.431|São José de Piranhas           |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.432|São José de Princesa           |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.433|São José do Bonfim             |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.434|São José do Brejo do Cruz      |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.435|São José do Sabugi             |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.436|São José Dos Cordeiros         |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.437|São Mamede                     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.438|São Miguel de Taipu            |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.439|São Sebastião de Lagoa de Roça |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.440|São Sebastião do Umbuzeiro     |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
|1.441|Sapé                           |12       |2024-06-04 11:40:53.463 -0300|2024-06-04 11:40:53.463 -0300|
