|id |id_pesquisa_subcategoria|id_usuario|id_produto|pontos_ganhos|resposta                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |createdAt                    |updatedAt                    |id_pesquisa_produto|
|322|199                     |53        |2.673     |50           |"[{\"id_pergunta_pesquisa\":5156,\"resposta\":\"Raramente (menos de uma vez por mês)\"},{\"id_pergunta_pesquisa\":5157,\"resposta\":\"Muito frequentemente (todos os dias)\"},{\"id_pergunta_pesquisa\":5158,\"resposta\":\"Outra pessoa na minha casa\"},{\"id_pergunta_pesquisa\":5159,\"resposta\":[\"Pela versatilidade na cozinha\"]},{\"id_pergunta_pesquisa\":5160,\"resposta\":[\"Embalagem econômica (acima de 1 kg ou para restaurantes)\"]},{\"id_pergunta_pesquisa\":5161,\"resposta\":[\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":5162,\"resposta\":[\"Embalagem prática para uso e armazenamento\"]},{\"id_pergunta_pesquisa\":5163,\"resposta\":[\"Em momentos de vontade de comer algo doce\"]},{\"id_pergunta_pesquisa\":5164,\"resposta\":[\"No trabalho (em receitas ou como cobertura)\"]},{\"id_pergunta_pesquisa\":5165,\"resposta\":[\"Textura e ponto ideais para receitas\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |2025-08-26 15:42:28.991 -0300|2025-08-26 15:42:28.991 -0300|                   |
|323|                        |53        |2.673     |55           |"[{\"id_pergunta_pesquisa\":1828,\"resposta\":\"Sim\"},{\"id_pergunta_pesquisa\":1829,\"resposta\":\"2\"},{\"id_pergunta_pesquisa\":1830,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":1831,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":1832,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":1833,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":1834,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":1835,\"resposta\":[\"Sabor que permanece agradável na boca após o consumo\"]},{\"id_pergunta_pesquisa\":1836,\"resposta\":[\"Sabor que não permanece agradável após o consumo\"]},{\"id_pergunta_pesquisa\":1837,\"resposta\":\"Provavelmente compraria\"},{\"id_pergunta_pesquisa\":1838,\"resposta\":\"5 unidades\"}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |2025-08-26 15:42:29.203 -0300|2025-08-26 15:42:29.203 -0300|148                |
|621|                        |27.579    |5.945     |55           |"[{\"id_pergunta_pesquisa\":970,\"resposta\":\"nao\"},{\"id_pergunta_pesquisa\":971,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":972,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":973,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":974,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":975,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":976,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":977,\"resposta\":[\"Sabor marcante e prazeroso\"]},{\"id_pergunta_pesquisa\":978,\"resposta\":[\"Aparência opaca ou pouco atrativa\"]},{\"id_pergunta_pesquisa\":979,\"resposta\":\"Certamente compraria\"},{\"id_pergunta_pesquisa\":980,\"resposta\":\"Mais de 5 unidades\"}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |2026-01-06 21:10:09.998 -0300|2026-01-06 21:10:09.998 -0300|70                 |
|324|104                     |27.543    |3.028     |50           |"[{\"id_pergunta_pesquisa\":4284,\"resposta\":\"Frequentemente (1-2 vezes por mês)\"},{\"id_pergunta_pesquisa\":4285,\"resposta\":\"Frequentemente (3-5 vezes por semana)\"},{\"id_pergunta_pesquisa\":4286,\"resposta\":\"Minha família toda me incluindo\"},{\"id_pergunta_pesquisa\":4287,\"resposta\":[\"Por ser uma opção acessível e versátil para sobremesas\"]},{\"id_pergunta_pesquisa\":4288,\"resposta\":[\"Embalagem de vidro\"]},{\"id_pergunta_pesquisa\":4289,\"resposta\":[\"Compra\",\"Não compra\",\"Não compra\",\"Compra\",\"Não compra\",\"Compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":4290,\"resposta\":[\"Qualidade da fruta utilizada (boa aparência, coloração, aroma)\",\"Sabor doce equilibrado, sem ser enjoativo\",\"Embalagem prática e que mantém o produto bem conservado\",\"Textura firme e suculenta (sem pedaços moles ou fibrosos)\",\"Preço acessível\"]},{\"id_pergunta_pesquisa\":4291,\"resposta\":[\"Como sobremesa após o almoço ou jantar\",\"Quanto bate a vontade de comer um docinho\"]},{\"id_pergunta_pesquisa\":4292,\"resposta\":[\"Em casa\"]},{\"id_pergunta_pesquisa\":4293,\"resposta\":[\"Preço acessível ou promoções\",\"Sabor e aparência da fruta\",\"Qualidade dos ingredientes (ex.: sem conservantes artificiais, fruta bem selecionada)\",\"Embalagem prática e conveniente (ex.: abre fácil, porções individuais, fácil armazenamento)\"]}]"                                                                                                                                                                                                                                                                                                                                             |2025-09-17 22:29:47.534 -0300|2025-09-17 22:29:47.534 -0300|                   |
|325|                        |27.543    |3.028     |55           |"[{\"id_pergunta_pesquisa\":2554,\"resposta\":\"Não\"},{\"id_pergunta_pesquisa\":2556,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":2557,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2558,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2559,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2560,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":2562,\"resposta\":[\"Presença de gosto químico \"]},{\"id_pergunta_pesquisa\":2563,\"resposta\":\"Provavelmente compraria\"},{\"id_pergunta_pesquisa\":2564,\"resposta\":\"3 unidades\"},{\"id_pergunta_pesquisa\":2555,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":2561,\"resposta\":[\"Sabor bem definido, doce e fiel à fruta\",\"Doçura equilibrada (sem ser enjoativa)\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |2025-09-17 22:29:47.736 -0300|2025-09-17 22:29:47.736 -0300|214                |
|326|256                     |53        |4.102     |50           |"[{\"id_pergunta_pesquisa\":5717,\"resposta\":\"Raramente (menos de uma vez a cada dois meses)\"},{\"id_pergunta_pesquisa\":5718,\"resposta\":\"Ocasionalmente (1-3 vezes por mês)\"},{\"id_pergunta_pesquisa\":5719,\"resposta\":\"Minha família toda me incluindo\"},{\"id_pergunta_pesquisa\":5720,\"resposta\":[\"Para refrescar nos dias quentes\"]},{\"id_pergunta_pesquisa\":5721,\"resposta\":[\"Embalagem individual (1 unidade)\"]},{\"id_pergunta_pesquisa\":5722,\"resposta\":[\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":5723,\"resposta\":[\"Não derreter muito rápido\"]},{\"id_pergunta_pesquisa\":5724,\"resposta\":[\"Durante o dia, para se refrescar\"]},{\"id_pergunta_pesquisa\":5725,\"resposta\":[\"Na rua ou em deslocamentos (on-the-go)\"]},{\"id_pergunta_pesquisa\":5726,\"resposta\":[\"Informação nutricional clara (valor calórico, açúcares, gorduras)\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |2025-09-18 09:46:46.179 -0300|2025-09-18 09:46:46.179 -0300|                   |
|327|                        |53        |4.102     |55           |"[{\"id_pergunta_pesquisa\":1894,\"resposta\":\"Sim\"},{\"id_pergunta_pesquisa\":1895,\"resposta\":\"2\"},{\"id_pergunta_pesquisa\":1896,\"resposta\":\"4\"},{\"id_pergunta_pesquisa\":1897,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":1898,\"resposta\":\"5\"},{\"id_pergunta_pesquisa\":1899,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":1902,\"resposta\":[\"Sabor que não permanece agradável após o consumo\"]},{\"id_pergunta_pesquisa\":1903,\"resposta\":\"Talvez compraria / Talvez não compraria\"},{\"id_pergunta_pesquisa\":1904,\"resposta\":\"3 unidades\"},{\"id_pergunta_pesquisa\":1900,\"resposta\":\"3\"},{\"id_pergunta_pesquisa\":1901,\"resposta\":[\"Sabor que permanece agradável na boca após o consumo\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |2025-09-18 09:46:46.402 -0300|2025-09-18 09:46:46.402 -0300|154                |
|328|77                      |53        |2.985     |50           |"[{\"id_pergunta_pesquisa\":4028,\"resposta\":\"Ocasionalmente (uma vez a cada 1-2 meses)\"},{\"id_pergunta_pesquisa\":4029,\"resposta\":\"Raramente (menos de uma vez por mês)\"},{\"id_pergunta_pesquisa\":4030,\"resposta\":\"Meu parceiro(a)\"},{\"id_pergunta_pesquisa\":4031,\"resposta\":[\"Para preparar refeições rápidas durante a semana\"]},{\"id_pergunta_pesquisa\":4032,\"resposta\":[\"Ralado\"]},{\"id_pergunta_pesquisa\":4033,\"resposta\":[\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":4034,\"resposta\":[\"Presença de selos como \\"orgânico\\", \\"zero lactose\\", \\"artesanal\\", \\"sem aditivos\\"\"]},{\"id_pergunta_pesquisa\":4035,\"resposta\":[\"Em receitas rápidas, como tortas, quiches, lasanhas ou risotos\"]},{\"id_pergunta_pesquisa\":4036,\"resposta\":[\"Durante eventos sociais (festas, reuniões, encontros)\"]},{\"id_pergunta_pesquisa\":4037,\"resposta\":[\"Presença de selos como \\"orgânico\\", \\"zero lactose\\", \\"artesanal\\", \\"sem aditivos\\"\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |2025-09-18 09:49:33.243 -0300|2025-09-18 09:49:33.243 -0300|                   |
|329|                        |53        |2.985     |55           |"[{\"id_pergunta_pesquisa\":3599,\"resposta\":\"Sim\"},{\"id_pergunta_pesquisa\":3600,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":3601,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":3602,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":3603,\"resposta\":\"4\"},{\"id_pergunta_pesquisa\":3604,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":3605,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":3607,\"resposta\":[\"Interior com sabor fraco quase imperceptível ou casca com sabor dominante negativo\"]},{\"id_pergunta_pesquisa\":3608,\"resposta\":\"Talvez compraria / Talvez não compraria\"},{\"id_pergunta_pesquisa\":3609,\"resposta\":\"4 unidades\"},{\"id_pergunta_pesquisa\":3606,\"resposta\":[\"Textura macia e que derrete na boca\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |2025-09-18 09:49:33.474 -0300|2025-09-18 09:49:33.474 -0300|309                |
|330|78                      |53        |6.344     |50           |"[{\"id_pergunta_pesquisa\":4038,\"resposta\":\"Ocasionalmente (uma vez a cada 1-2 meses)\"},{\"id_pergunta_pesquisa\":4039,\"resposta\":\"Ocasionalmente (1-3 vezes por mês)\"},{\"id_pergunta_pesquisa\":4040,\"resposta\":\"Outra pessoa na minha casa\"},{\"id_pergunta_pesquisa\":4041,\"resposta\":[\"Pelo sabor marcante e variedade de tipos de queijo\"]},{\"id_pergunta_pesquisa\":4042,\"resposta\":[\"Espetos\"]},{\"id_pergunta_pesquisa\":4043,\"resposta\":[\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":4044,\"resposta\":[\"Sabor marcante e equilibrado\"]},{\"id_pergunta_pesquisa\":4045,\"resposta\":[\"Como acompanhamento no almoço ou jantar\"]},{\"id_pergunta_pesquisa\":4046,\"resposta\":[\"Em restaurantes por quilo ou self-service\"]},{\"id_pergunta_pesquisa\":4047,\"resposta\":[\"Presença de selos como \\"orgânico\\", \\"zero lactose\\", \\"artesanal\\", \\"sem aditivos\\"\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |2025-09-18 09:58:17.732 -0300|2025-09-18 09:58:17.732 -0300|                   |
|331|                        |53        |6.344     |55           |"[{\"id_pergunta_pesquisa\":1751,\"resposta\":\"Sim\"},{\"id_pergunta_pesquisa\":1753,\"resposta\":\"1\"},{\"id_pergunta_pesquisa\":1754,\"resposta\":\"5\"},{\"id_pergunta_pesquisa\":1756,\"resposta\":\"5\"},{\"id_pergunta_pesquisa\":1757,\"resposta\":\"5\"},{\"id_pergunta_pesquisa\":1758,\"resposta\":[\"Sabor complexo e marcante\"]},{\"id_pergunta_pesquisa\":1759,\"resposta\":[\"Sabor que não permanece agradável após o consumo\"]},{\"id_pergunta_pesquisa\":1760,\"resposta\":\"Talvez compraria / Talvez não compraria\"},{\"id_pergunta_pesquisa\":1761,\"resposta\":\"5 unidades\"},{\"id_pergunta_pesquisa\":1752,\"resposta\":\"5\"},{\"id_pergunta_pesquisa\":1755,\"resposta\":\"7\"}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |2025-09-18 09:58:17.946 -0300|2025-09-18 09:58:17.946 -0300|141                |
|341|                        |56        |5.068     |55           |"[{\"id_pergunta_pesquisa\":1630,\"resposta\":\"Sim\"},{\"id_pergunta_pesquisa\":1631,\"resposta\":\"5\"},{\"id_pergunta_pesquisa\":1632,\"resposta\":\"5\"},{\"id_pergunta_pesquisa\":1633,\"resposta\":\"4\"},{\"id_pergunta_pesquisa\":1634,\"resposta\":\"5\"},{\"id_pergunta_pesquisa\":1635,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":1636,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":1637,\"resposta\":[\"Queijo fácil de cortar, derreter ou servir\"]},{\"id_pergunta_pesquisa\":1638,\"resposta\":[\"Sabor residual desagradável após o consumo\"]},{\"id_pergunta_pesquisa\":1639,\"resposta\":\"Provavelmente compraria\"},{\"id_pergunta_pesquisa\":1640,\"resposta\":\"5 unidades\"}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |2025-09-18 15:02:46.927 -0300|2025-09-18 15:02:46.927 -0300|130                |
|332|85                      |53        |2.921     |50           |"[{\"id_pergunta_pesquisa\":4108,\"resposta\":\"Ocasionalmente (uma vez a cada 1-2 meses)\"},{\"id_pergunta_pesquisa\":4109,\"resposta\":\"Ocasionalmente (1-3 vezes por mês)\"},{\"id_pergunta_pesquisa\":4110,\"resposta\":\"Meu parceiro(a)\"},{\"id_pergunta_pesquisa\":4111,\"resposta\":[\"Pelo sabor marcante e variedade de tipos de queijo\"]},{\"id_pergunta_pesquisa\":4112,\"resposta\":[\"Ralado\"]},{\"id_pergunta_pesquisa\":4113,\"resposta\":[\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":4114,\"resposta\":[\"Textura adequada ao tipo de queijo (cremoso, firme, macio, etc.)\"]},{\"id_pergunta_pesquisa\":4115,\"resposta\":[\"Como acompanhamento no almoço ou jantar\"]},{\"id_pergunta_pesquisa\":4116,\"resposta\":[\"Em lanchonetes, padarias ou bares\",\"Em casa\"]},{\"id_pergunta_pesquisa\":4117,\"resposta\":[\"Marca conhecida ou de confiança\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |2025-09-18 09:59:58.427 -0300|2025-09-18 09:59:58.427 -0300|                   |
|333|                        |53        |2.921     |55           |"[{\"id_pergunta_pesquisa\":1597,\"resposta\":\"Sim\"},{\"id_pergunta_pesquisa\":1598,\"resposta\":\"1\"},{\"id_pergunta_pesquisa\":1599,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":1600,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":1601,\"resposta\":\"5\"},{\"id_pergunta_pesquisa\":1602,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":1603,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":1604,\"resposta\":[\"Boa untuosidade sem excesso de gordura\"]},{\"id_pergunta_pesquisa\":1605,\"resposta\":[\"Produto difícil de cortar, derreter ou manipular\"]},{\"id_pergunta_pesquisa\":1606,\"resposta\":\"Provavelmente compraria\"},{\"id_pergunta_pesquisa\":1607,\"resposta\":\"4 unidades\"}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |2025-09-18 09:59:58.635 -0300|2025-09-18 09:59:58.635 -0300|127                |
|334|84                      |53        |2.940     |50           |"[{\"id_pergunta_pesquisa\":4098,\"resposta\":\"Raramente (menos de uma vez a cada dois meses)\"},{\"id_pergunta_pesquisa\":4099,\"resposta\":\"Frequentemente (3-5 vezes por semana)\"},{\"id_pergunta_pesquisa\":4100,\"resposta\":\"Outra pessoa na minha casa\"},{\"id_pergunta_pesquisa\":4101,\"resposta\":[\"Para ter sempre disponível na geladeira como item versátil\"]},{\"id_pergunta_pesquisa\":4102,\"resposta\":[\"Espetos\"]},{\"id_pergunta_pesquisa\":4103,\"resposta\":[\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":4104,\"resposta\":[\"Presença de selos como \\"orgânico\\", \\"zero lactose\\", \\"artesanal\\", \\"sem aditivos\\"\"]},{\"id_pergunta_pesquisa\":4105,\"resposta\":[\"Durante o preparo de marmitas ou refeições práticas\"]},{\"id_pergunta_pesquisa\":4106,\"resposta\":[\"Em restaurantes por quilo ou self-service\"]},{\"id_pergunta_pesquisa\":4107,\"resposta\":[\"Presença de selos como \\"orgânico\\", \\"zero lactose\\", \\"artesanal\\", \\"sem aditivos\\"\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |2025-09-18 10:06:56.492 -0300|2025-09-18 10:06:56.492 -0300|                   |
|335|                        |53        |2.940     |55           |"[{\"id_pergunta_pesquisa\":1762,\"resposta\":\"Sim\"},{\"id_pergunta_pesquisa\":1763,\"resposta\":\"5\"},{\"id_pergunta_pesquisa\":1764,\"resposta\":\"4\"},{\"id_pergunta_pesquisa\":1765,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":1766,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":1768,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":1770,\"resposta\":[\"Sabor que não permanece agradável após o consumo\"]},{\"id_pergunta_pesquisa\":1771,\"resposta\":\"Provavelmente compraria\"},{\"id_pergunta_pesquisa\":1772,\"resposta\":\"3 unidades\"},{\"id_pergunta_pesquisa\":1767,\"resposta\":\"4\"},{\"id_pergunta_pesquisa\":1769,\"resposta\":[\"Ausência de notas desagradáveis (ranço, mofo excessivo)\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |2025-09-18 10:06:56.722 -0300|2025-09-18 10:06:56.722 -0300|142                |
|336|73                      |53        |5.066     |50           |"[{\"id_pergunta_pesquisa\":3988,\"resposta\":\"Raramente (menos de uma vez a cada dois meses)\"},{\"id_pergunta_pesquisa\":3989,\"resposta\":\"Ocasionalmente (1-3 vezes por mês)\"},{\"id_pergunta_pesquisa\":3990,\"resposta\":\"Meu parceiro(a)\"},{\"id_pergunta_pesquisa\":3991,\"resposta\":[\"Por ser uma fonte de proteína e cálcio no dia a dia\",\"Pelo sabor marcante e variedade de tipos de queijo\"]},{\"id_pergunta_pesquisa\":3992,\"resposta\":[\"Ralado\"]},{\"id_pergunta_pesquisa\":3993,\"resposta\":[\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":3994,\"resposta\":[\"Qualidade do leite ou da composição (sem excesso de gordura ou aditivos)\",\"Textura adequada ao tipo de queijo (cremoso, firme, macio, etc.)\"]},{\"id_pergunta_pesquisa\":3995,\"resposta\":[\"Em receitas rápidas, como tortas, quiches, lasanhas ou risotos\"]},{\"id_pergunta_pesquisa\":3996,\"resposta\":[\"Na casa de amigos ou familiares\"]},{\"id_pergunta_pesquisa\":3997,\"resposta\":[\"Sabor e aparência do queijo\",\"Presença de selos como \\"orgânico\\", \\"zero lactose\\", \\"artesanal\\", \\"sem aditivos\\"\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |2025-09-18 14:54:58.471 -0300|2025-09-18 14:54:58.471 -0300|                   |
|337|                        |53        |5.066     |55           |"[{\"id_pergunta_pesquisa\":1586,\"resposta\":\"Sim\"},{\"id_pergunta_pesquisa\":1587,\"resposta\":\"1\"},{\"id_pergunta_pesquisa\":1588,\"resposta\":\"4\"},{\"id_pergunta_pesquisa\":1589,\"resposta\":\"3\"},{\"id_pergunta_pesquisa\":1590,\"resposta\":\"5\"},{\"id_pergunta_pesquisa\":1591,\"resposta\":\"3\"},{\"id_pergunta_pesquisa\":1592,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":1593,\"resposta\":[\"Sabor autêntico, sem interferência artificial\",\"Textura macia, firme ou elástica (conforme esperado)\"]},{\"id_pergunta_pesquisa\":1595,\"resposta\":\"Certamente não compraria\"},{\"id_pergunta_pesquisa\":1596,\"resposta\":\"3 unidades\"},{\"id_pergunta_pesquisa\":1594,\"resposta\":[\"Textura quebradiça, seca ou pastosa demais\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |2025-09-18 14:54:58.722 -0300|2025-09-18 14:54:58.722 -0300|126                |
|338|73                      |56        |5.067     |50           |"[{\"id_pergunta_pesquisa\":3988,\"resposta\":\"Ocasionalmente (uma vez a cada 1-2 meses)\"},{\"id_pergunta_pesquisa\":3989,\"resposta\":\"Raramente (menos de uma vez por mês)\"},{\"id_pergunta_pesquisa\":3990,\"resposta\":\"Outra pessoa na minha casa\"},{\"id_pergunta_pesquisa\":3991,\"resposta\":[\"Pela boa conservação e durabilidade em comparação a outros alimentos frescos\"]},{\"id_pergunta_pesquisa\":3992,\"resposta\":[\"Fatiado (300g)\"]},{\"id_pergunta_pesquisa\":3993,\"resposta\":[\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":3994,\"resposta\":[\"Variedade de formatos e tipos (fatiado, ralado, fracionado, barra, especialidades)\"]},{\"id_pergunta_pesquisa\":3995,\"resposta\":[\"Em eventos, churrascos ou reuniões familiares\"]},{\"id_pergunta_pesquisa\":3996,\"resposta\":[\"Na casa de familiares ou amigos\"]},{\"id_pergunta_pesquisa\":3997,\"resposta\":[\"Presença de selos como \\"orgânico\\", \\"zero lactose\\", \\"artesanal\\", \\"sem aditivos\\"\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |2025-09-18 14:58:05.712 -0300|2025-09-18 14:58:05.712 -0300|                   |
|339|                        |56        |5.067     |55           |"[{\"id_pergunta_pesquisa\":1586,\"resposta\":\"Não\"},{\"id_pergunta_pesquisa\":1587,\"resposta\":\"2\"},{\"id_pergunta_pesquisa\":1588,\"resposta\":\"4\"},{\"id_pergunta_pesquisa\":1589,\"resposta\":\"5\"},{\"id_pergunta_pesquisa\":1590,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":1591,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":1592,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":1593,\"resposta\":[\"Sabor que permanece agradável na boca após o consumo\"]},{\"id_pergunta_pesquisa\":1595,\"resposta\":\"Provavelmente compraria\"},{\"id_pergunta_pesquisa\":1596,\"resposta\":\"5 unidades\"},{\"id_pergunta_pesquisa\":1594,\"resposta\":[\"Sabor residual desagradável após o consumo\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |2025-09-18 14:58:05.934 -0300|2025-09-18 14:58:05.934 -0300|126                |
|340|74                      |56        |5.068     |50           |"[{\"id_pergunta_pesquisa\":3998,\"resposta\":\"Ocasionalmente (uma vez a cada 1-2 meses)\"},{\"id_pergunta_pesquisa\":3999,\"resposta\":\"Raramente (menos de uma vez por mês)\"},{\"id_pergunta_pesquisa\":4000,\"resposta\":\"Outra pessoa na minha casa\"},{\"id_pergunta_pesquisa\":4001,\"resposta\":[\"Para complementar saladas, massas, risotos ou lanches\"]},{\"id_pergunta_pesquisa\":4002,\"resposta\":[\"Ralado\"]},{\"id_pergunta_pesquisa\":4003,\"resposta\":[\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":4004,\"resposta\":[\"Embalagem prática e que mantém o produto bem conservado\"]},{\"id_pergunta_pesquisa\":4005,\"resposta\":[\"Como acompanhamento no almoço ou jantar\"]},{\"id_pergunta_pesquisa\":4006,\"resposta\":[\"Na casa de familiares ou amigos\"]},{\"id_pergunta_pesquisa\":4007,\"resposta\":[\"Marca conhecida ou de confiança\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |2025-09-18 15:02:46.726 -0300|2025-09-18 15:02:46.726 -0300|                   |
|342|75                      |56        |5.072     |50           |"[{\"id_pergunta_pesquisa\":4008,\"resposta\":\"Raramente (menos de uma vez a cada dois meses)\"},{\"id_pergunta_pesquisa\":4009,\"resposta\":\"Ocasionalmente (1-3 vezes por mês)\"},{\"id_pergunta_pesquisa\":4010,\"resposta\":\"Meu parceiro(a)\"},{\"id_pergunta_pesquisa\":4011,\"resposta\":[\"Para usar em receitas práticas como tortas, patês, sanduíches e gratinados\"]},{\"id_pergunta_pesquisa\":4012,\"resposta\":[\"Inteiros\"]},{\"id_pergunta_pesquisa\":4013,\"resposta\":[\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":4014,\"resposta\":[\"Variedade de formatos e tipos (fatiado, ralado, fracionado, barra, especialidades)\"]},{\"id_pergunta_pesquisa\":4015,\"resposta\":[\"Durante o preparo de marmitas ou refeições práticas\"]},{\"id_pergunta_pesquisa\":4016,\"resposta\":[\"Durante eventos sociais (festas, reuniões, encontros)\"]},{\"id_pergunta_pesquisa\":4017,\"resposta\":[\"Preço acessível ou promoções\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |2025-09-18 15:14:32.432 -0300|2025-09-18 15:14:32.432 -0300|                   |
