|id |id_pesquisa_subcategoria|id_usuario|id_produto|pontos_ganhos|resposta                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |createdAt                    |updatedAt                    |id_pesquisa_produto|
|858  |                        |27.700    |6.754     |55           |"[{\"id_pergunta_pesquisa\":1828,\"resposta\":\"nao\"},{\"id_pergunta_pesquisa\":1829,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":1830,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":1831,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":1832,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":1833,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":1834,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":1835,\"resposta\":[\"Produto estável (sem separações, grumos ou ressecamento)\",\"Cor dourada natural, condizente com o produto\",\"Sabor que permanece agradável na boca após o consumo\"]},{\"id_pergunta_pesquisa\":1836,\"resposta\":[\"Inconsistência entre porções (diferença de textura ou sabor)\"]},{\"id_pergunta_pesquisa\":1837,\"resposta\":\"Provavelmente compraria\"},{\"id_pergunta_pesquisa\":1838,\"resposta\":\"4 unidades\"}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |2026-01-26 07:50:43.376 -0300|2026-01-26 07:50:43.376 -0300|148                |
|859  |195                     |27.702    |6.578     |50           |"[{\"id_pergunta_pesquisa\":5116,\"resposta\":\"Muito frequentemente (3 ou mais vezes por semana)\"},{\"id_pergunta_pesquisa\":5117,\"resposta\":\"Muito frequentemente (todos os dias)\"},{\"id_pergunta_pesquisa\":5118,\"resposta\":\"Eu\"},{\"id_pergunta_pesquisa\":5119,\"resposta\":[\"Pela variedade de sabores disponíveis\",\"Para ter sempre uma opção de doce rápida\",\"Para matar a vontade de comer algo doce\",\"Pela textura divertida e gostosa ao mastigar\",\"Para levar na bolsa ou no carro\"]},{\"id_pergunta_pesquisa\":5120,\"resposta\":[\"Pacote econômico (acima de 500 g, maior quantidade)\",\"Embalagens individuais (unitárias ou mini pacotes)\",\"Embalagem premium ou especial (gourmet, edições limitadas ou sabores exclusivos)\",\"Pacote tradicional (100 g a 300 g)\"]},{\"id_pergunta_pesquisa\":5121,\"resposta\":[\"Compra\",\"Compra\",\"Não compra\",\"Não compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":5122,\"resposta\":[\"Não grudar nos dentes\",\"Variedade de sabores\",\"Uso de ingredientes naturais ou sem corantes artificiais\",\"Durabilidade e frescor\",\"Aparência atraente (formatos, cores)\",\"Opções sem açúcar ou funcionais (com vitaminas, fibras, colágeno)\",\"Textura macia e elástica\",\"Sabor intenso e marcante\"]},{\"id_pergunta_pesquisa\":5123,\"resposta\":[\"Após as refeições (sobremesa)\",\"Em festas ou encontros sociais\",\"Em momentos de espera \",\"Em momentos de ansiedade ou para relaxar\",\"No trabalho ou estudos\",\"Em viagens ou passeios\"]},{\"id_pergunta_pesquisa\":5124,\"resposta\":[\"Em casa\",\"Em piqueniques  ao ar livre ou parques\",\"Em festas infantis\",\"No trabalho\",\"Em cinemas ou eventos culturais\",\"Em bares ou restaurantes\",\"Durante viagens ou no carro\"]},{\"id_pergunta_pesquisa\":5125,\"resposta\":[\"Disponibilidade no ponto de venda (facilidade de encontrar)\",\"Preço acessível ou promoções\",\"Qualidade dos ingredientes e sabor\",\"Variedade de sabores ou formatos\",\"A maciez ao morder\",\"Quantidade de açúcar\",\"Embalagem que garante maior frescor e durabilidade\",\"Presença de selos como, \\"sem corantes artiiciais\\"\",\"Marca conhecida ou de confiança\",\"Influência de propagandas ou recomendações de amigos\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-01-26 07:56:56.698 -0300|2026-01-26 07:56:56.698 -0300|                   |
|860  |                        |27.702    |6.578     |55           |"[{\"id_pergunta_pesquisa\":2488,\"resposta\":\"nao\"},{\"id_pergunta_pesquisa\":2489,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":2490,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":2491,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":2492,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":2493,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":2494,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":2495,\"resposta\":[\"Aroma agradável\",\"Boa mastigabilidade ou crocância (sem ser excessiva)\",\"Sabor que permanece agradável na boca após o consumo\",\"Sabor intenso e bem definido\",\"Tamanho ideal e fácil de consumir\",\"Aparência atrativa e com brilho uniforme\",\"Textura firme ou macia no ponto ideal (de acordo com o tipo de bala)\",\"Equilíbrio entre doce e azedo (quando presente)\",\"Cor vibrante e condizente com o sabor prometido\"]},{\"id_pergunta_pesquisa\":2496,\"resposta\":[\"Aparência opaca, com manchas ou deformações\"]},{\"id_pergunta_pesquisa\":2497,\"resposta\":\"Certamente compraria\"},{\"id_pergunta_pesquisa\":2498,\"resposta\":\"2 unidades\"}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |2026-01-26 07:56:56.897 -0300|2026-01-26 07:56:56.897 -0300|208                |
|861  |311                     |27.703    |5.945     |50           |"[{\"id_pergunta_pesquisa\":6258,\"resposta\":\"Raramente (menos de uma vez a cada dois meses)\"},{\"id_pergunta_pesquisa\":6259,\"resposta\":\"Frequentemente (3-5 vezes por semana)\"},{\"id_pergunta_pesquisa\":6260,\"resposta\":\"Minha família toda, me incluindo\"},{\"id_pergunta_pesquisa\":6261,\"resposta\":[\"Pelo sabor diferenciado em comparação com cerveja ou destilados puros\",\"Pela praticidade de já vir pronta (sem precisar misturar destilado e refrigerante/energético)\",\"Pela curiosidade ou vontade de experimentar novos sabores\",\"Para consumir no fim do dia ou em finais de semana\",\"Para acompanhar churrascos, eventos ou encontros sociais\",\"Para momentos de descontração ou lazer\"]},{\"id_pergunta_pesquisa\":6262,\"resposta\":[\"Long neck (garrafa de 355ml)\",\"Lata individual (269ml, 350ml, 473ml etc.)\"]},{\"id_pergunta_pesquisa\":6263,\"resposta\":[\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":6264,\"resposta\":[\"Variedade de sabores disponíveis (limão, cola, energético, frutas etc.)\",\"Boa harmonização com alimentos\",\"Teor alcoólico adequado ao gosto pessoal\",\"Embalagem prática e moderna (lata sleek, long neck, PET individual)\"]},{\"id_pergunta_pesquisa\":6265,\"resposta\":[\"Em eventos sociais, como festas e aniversários\",\"No jantar ou após as refeições\",\"Em churrascos ou reuniões familiares\",\"No happy hour ou após o trabalho\"]},{\"id_pergunta_pesquisa\":6266,\"resposta\":[\"Em bares ou restaurantes\",\"Em festas ou baladas\",\"Em casa\",\"Em shows ou festivais\",\"Em casas de amigos ou familiares\",\"Em viagens ou passeios\"]},{\"id_pergunta_pesquisa\":6267,\"resposta\":[\"Marca conhecida ou de confiança\",\"Preço acessível ou promoções\",\"Variedade de estilos e sabores\",\"Sabor e qualidade (refrescante, equilibrada, fácil de beber)\",\"Teor alcoólico (leve ou mais encorpado)\",\"Influência de propagandas, sommeliers ou redes sociais\",\"Recomendação de amigos, influenciadores ou especialistas\",\"Embalagem prática e atrativa (lata sleek, long neck)\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |2026-01-26 09:24:45.783 -0300|2026-01-26 09:24:45.783 -0300|                   |
|862  |                        |27.703    |5.945     |55           |"[{\"id_pergunta_pesquisa\":970,\"resposta\":\"nao\"},{\"id_pergunta_pesquisa\":971,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":972,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":973,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":974,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":975,\"resposta\":\"6\"},{\"id_pergunta_pesquisa\":976,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":977,\"resposta\":[\"Sabor agradável que permanece na boca após o consumo\",\"Corpo leve e fácil de beber\",\"Refrescância marcante e agradável\",\"Aparência límpida e atrativa\",\"Cor vibrante e condizente com o sabor\",\"Sabor marcante e prazeroso\"]},{\"id_pergunta_pesquisa\":978,\"resposta\":[\"Sabor enjoativo, alcoólico em excesso ou sem personalidade\"]},{\"id_pergunta_pesquisa\":979,\"resposta\":\"Provavelmente compraria\"},{\"id_pergunta_pesquisa\":980,\"resposta\":\"4 unidades\"}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |2026-01-26 09:24:46.093 -0300|2026-01-26 09:24:46.093 -0300|70                 |
|863  |                        |27.703    |5.885     |55           |"[{\"id_pergunta_pesquisa\":970,\"resposta\":\"nao\"},{\"id_pergunta_pesquisa\":971,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":972,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":973,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":974,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":975,\"resposta\":\"7\"},{\"id_pergunta_pesquisa\":976,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":977,\"resposta\":[\"Aparência límpida e atrativa\",\"Sabor marcante e prazeroso\",\"Sabor agradável que permanece na boca após o consumo\",\"Cor vibrante e condizente com o sabor\",\"Aroma agradável e compatível com o perfil da bebida\",\"Corpo leve e fácil de beber\",\"Equilíbrio entre sabor doce, álcool e acidez\"]},{\"id_pergunta_pesquisa\":978,\"resposta\":[\"Aparência opaca ou pouco atrativa\"]},{\"id_pergunta_pesquisa\":979,\"resposta\":\"Provavelmente compraria\"},{\"id_pergunta_pesquisa\":980,\"resposta\":\"4 unidades\"}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |2026-01-26 09:27:30.161 -0300|2026-01-26 09:27:30.161 -0300|70                 |
|864  |234                     |27.706    |3.131     |50           |"[{\"id_pergunta_pesquisa\":5508,\"resposta\":\"Muito frequentemente (toda semana ou mais de 3 vezes por mês)\"},{\"id_pergunta_pesquisa\":5509,\"resposta\":\"Frequentemente (3-5 vezes por semana)\"},{\"id_pergunta_pesquisa\":5507,\"resposta\":\"Minha família toda me incluindo\"},{\"id_pergunta_pesquisa\":5514,\"resposta\":[\"Para consumir puro como lanche ou café da manhã\"]},{\"id_pergunta_pesquisa\":5513,\"resposta\":[\"Garrafa família (500ml a 1L)\"]},{\"id_pergunta_pesquisa\":5515,\"resposta\":[\"Compra\",\"Não compra\",\"Compra\",\"Compra\",\"Não compra\",\"Não compra\",\"Não compra\",\"Compra\",\"Compra\",\"Não compra\",\"Não compra\",\"Não compra\"]},{\"id_pergunta_pesquisa\":5511,\"resposta\":[\"Sabor agradável e típico da categoria (natural, morango, baunilha etc.)\"]},{\"id_pergunta_pesquisa\":5510,\"resposta\":[\"No café da manhã\"]},{\"id_pergunta_pesquisa\":5506,\"resposta\":[\"Em casa\"]},{\"id_pergunta_pesquisa\":5512,\"resposta\":[\"Preço acessível ou promoções\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |2026-01-26 09:51:35.261 -0300|2026-01-26 09:51:35.261 -0300|                   |
|865  |                        |27.706    |3.131     |55           |"[{\"id_pergunta_pesquisa\":1487,\"resposta\":\"nao\"},{\"id_pergunta_pesquisa\":1488,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":1489,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":1490,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":1491,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":1492,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":1493,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":1494,\"resposta\":[\"Sabor equilibrado e prazeroso\"]},{\"id_pergunta_pesquisa\":1495,\"resposta\":[\"Cor artificial ou destoante da expectativa\"]},{\"id_pergunta_pesquisa\":1496,\"resposta\":\"Certamente compraria\"},{\"id_pergunta_pesquisa\":1497,\"resposta\":\"2 unidades\"}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2026-01-26 09:51:35.475 -0300|2026-01-26 09:51:35.475 -0300|117                |
|866  |251                     |27.706    |3.358     |50           |"[{\"id_pergunta_pesquisa\":5664,\"resposta\":\"Frequentemente (1-2 vezes por mês)\"},{\"id_pergunta_pesquisa\":5665,\"resposta\":\"Ocasionalmente (1-3 vezes por mês)\"},{\"id_pergunta_pesquisa\":5666,\"resposta\":\"Minha família toda me incluindo\"},{\"id_pergunta_pesquisa\":5667,\"resposta\":[\"Para usar em receitas como estrogonofe, cachorro-quente, salpicão, etc.\"]},{\"id_pergunta_pesquisa\":5668,\"resposta\":[\"Pacote tradicional (150g a 500g)\"]},{\"id_pergunta_pesquisa\":5669,\"resposta\":[\"Compra\",\"Compra\",\"Não compra\",\"Não compra\",\"Não compra\",\"Não compra\",\"Não compra\"]},{\"id_pergunta_pesquisa\":5670,\"resposta\":[\"Sabor de batata natural, sem sabor de óleo velho\"]},{\"id_pergunta_pesquisa\":5671,\"resposta\":[\"No almoço como acompanhamento\"]},{\"id_pergunta_pesquisa\":5672,\"resposta\":[\"Em casa\"]},{\"id_pergunta_pesquisa\":5673,\"resposta\":[\"Marca conhecida e confiável\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |2026-01-26 09:57:59.720 -0300|2026-01-26 09:57:59.720 -0300|                   |
|867  |                        |27.706    |3.358     |55           |"[{\"id_pergunta_pesquisa\":2081,\"resposta\":\"nao\"},{\"id_pergunta_pesquisa\":2082,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2083,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2084,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2085,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":2086,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2087,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2088,\"resposta\":[\"Textura crocante\"]},{\"id_pergunta_pesquisa\":2089,\"resposta\":[\"Produto muito quebrado ou esfarelado\"]},{\"id_pergunta_pesquisa\":2090,\"resposta\":\"Certamente compraria\"},{\"id_pergunta_pesquisa\":2091,\"resposta\":\"2 unidades\"}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |2026-01-26 09:57:59.934 -0300|2026-01-26 09:57:59.934 -0300|171                |
|868  |104                     |27.706    |3.028     |50           |"[{\"id_pergunta_pesquisa\":4284,\"resposta\":\"Raramente (menos de uma vez a cada dois meses)\"},{\"id_pergunta_pesquisa\":4285,\"resposta\":\"Raramente (menos de uma vez por mês)\"},{\"id_pergunta_pesquisa\":4286,\"resposta\":\"Minha família toda me incluindo\"},{\"id_pergunta_pesquisa\":4287,\"resposta\":[\"Para usar em receitas práticas como tortas, bolos e pavês\"]},{\"id_pergunta_pesquisa\":4288,\"resposta\":[\"Embalagem de alumínio \"]},{\"id_pergunta_pesquisa\":4289,\"resposta\":[\"Compra\",\"Compra\",\"Compra\",\"Não compra\",\"Não compra\",\"Não compra\",\"Não compra\"]},{\"id_pergunta_pesquisa\":4290,\"resposta\":[\"Embalagem prática e que mantém o produto bem conservado\"]},{\"id_pergunta_pesquisa\":4291,\"resposta\":[\"Em receitas práticas (como tortas ou pavês)\"]},{\"id_pergunta_pesquisa\":4292,\"resposta\":[\"Em casa\"]},{\"id_pergunta_pesquisa\":4293,\"resposta\":[\"Marca conhecida ou de confiança\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |2026-01-26 10:02:06.735 -0300|2026-01-26 10:02:06.735 -0300|                   |
|869  |                        |27.706    |3.028     |55           |"[{\"id_pergunta_pesquisa\":2554,\"resposta\":\"nao\"},{\"id_pergunta_pesquisa\":2555,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2556,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2557,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2558,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2559,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2560,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":2561,\"resposta\":[\"Cor viva e natural, típica da fruta em calda\"]},{\"id_pergunta_pesquisa\":2562,\"resposta\":[\"Aroma fraco, artificial, fermentado ou desagradável\"]},{\"id_pergunta_pesquisa\":2563,\"resposta\":\"Certamente compraria\"},{\"id_pergunta_pesquisa\":2564,\"resposta\":\"1 unidade\"}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |2026-01-26 10:02:06.951 -0300|2026-01-26 10:02:06.951 -0300|214                |
|870  |311                     |27.591    |5.945     |50           |"[{\"id_pergunta_pesquisa\":6258,\"resposta\":\"Frequentemente (1-2 vezes por mês)\"},{\"id_pergunta_pesquisa\":6259,\"resposta\":\"Frequentemente (3-5 vezes por semana)\"},{\"id_pergunta_pesquisa\":6260,\"resposta\":\"Minha família toda, me incluindo\"},{\"id_pergunta_pesquisa\":6261,\"resposta\":[\"Pela praticidade de já vir pronta (sem precisar misturar destilado e refrigerante/energético)\",\"Para consumir no fim do dia ou em finais de semana\",\"Para momentos de descontração ou lazer\"]},{\"id_pergunta_pesquisa\":6262,\"resposta\":[\"Garrafa individual (300ml, 600ml etc.)\",\"Embalagem retornável\",\"Lata individual (269ml, 350ml, 473ml etc.)\",\"Pack com várias unidades (6, 12, 18, 24 etc.)\"]},{\"id_pergunta_pesquisa\":6263,\"resposta\":[\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\",\"Compra\"]},{\"id_pergunta_pesquisa\":6264,\"resposta\":[\"Variedade de sabores disponíveis (limão, cola, energético, frutas etc.)\",\"Sensação refrescante e fácil de beber\",\"Sabor equilibrado entre álcool e refrigerante/energético\"]},{\"id_pergunta_pesquisa\":6265,\"resposta\":[\"Nos fins de semana, em momentos de lazer\",\"No jantar ou após as refeições\",\"Em churrascos ou reuniões familiares\",\"No happy hour ou após o trabalho\"]},{\"id_pergunta_pesquisa\":6266,\"resposta\":[\"Em casas de amigos ou familiares\",\"Em viagens ou passeios\",\"Em bares ou restaurantes\",\"Em casa\"]},{\"id_pergunta_pesquisa\":6267,\"resposta\":[\"Variedade de estilos e sabores\",\"Embalagem prática e atrativa (lata sleek, long neck)\",\"Marca conhecida ou de confiança\",\"Preço acessível ou promoções\",\"Sabor e qualidade (refrescante, equilibrada, fácil de beber)\"]}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2026-01-26 11:29:25.754 -0300|2026-01-26 11:29:25.754 -0300|                   |
|871  |                        |27.591    |5.945     |55           |"[{\"id_pergunta_pesquisa\":970,\"resposta\":\"nao\"},{\"id_pergunta_pesquisa\":971,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":972,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":973,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":974,\"resposta\":\"8\"},{\"id_pergunta_pesquisa\":975,\"resposta\":\"5\"},{\"id_pergunta_pesquisa\":976,\"resposta\":\"9\"},{\"id_pergunta_pesquisa\":977,\"resposta\":[\"Corpo leve e fácil de beber\",\"Refrescância marcante e agradável\"]},{\"id_pergunta_pesquisa\":978,\"resposta\":[\"Falta de equilíbrio entre doçura, álcool e acidez\"]},{\"id_pergunta_pesquisa\":979,\"resposta\":\"Certamente não compraria\"},{\"id_pergunta_pesquisa\":980,\"resposta\":\"5 unidades\"}]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |2026-01-26 11:29:25.936 -0300|2026-01-26 11:29:25.936 -0300|70                 |
