|id   |gtin_ean     |nome                                                                                                   |
|6.736|7898205920222|CREME DE LEITE PASTEURIZADO BATE CHANTILLY VERDE CAMPO GARRAFA 500G                                                      |
|6.737|7896183201203|CREME DE LEITE PASTEURIZADO BATE CHANTILLY QUATÁ GARRAFA 500G                                                            |
|6.738|7896279602174|MISTURA PARA BOLO LARANJA COAMO FÁCIL PACOTE 5KG                                                                         |
|6.739|7891331850159|BARRA DE PROTEÍNA TRUFA DE AVELÃ NUTRY CRISPY PROTEIN CAIXA 360G 12 UNIDADES                                             |
|6.740|7891331850081|BARRA DE PROTEÍNA TRUFA DE AVELÃ NUTRY CRISPY PROTEIN PACOTE 30G                                                         |
|6.741|7898205925401|IOGURTE DESNATADO BICAMADA MARACUJÁ ZERO LACTOSE VERDE CAMPO NATURAL WHEY POTE 140G                                      |
|6.742|7898205923643|IOGURTE DESNATADO ZERO LACTOSE VERDE CAMPO LACFREE GARRAFA 500G                                                          |
|6.743|7898205925807|BEBIDA LÁCTEA UHT MORANGO ZERO LACTOSE VERDE CAMPO NATURAL 100% WHEY CAIXA 250ML                                         |
|6.744|7898205925821|SOBREMESA LÁCTEA CHOCOLATE ZERO LACTOSE VERDE CAMPO NATURAL WHEY POTE 130G                                               |
|6.745|7896259417279|LEITE CONDENSADO INTEGRAL CAMPONESA PROFISSIONAL PACOTE 2,5KG                                                            |
|6.746|7896259417408|LEITE CONDENSADO INTEGRAL CAMPONESA PROFISSIONAL PACOTE 5KG                                                              |
|6.747|7896183201135|LEITE CONDENSADO SEMIDESNATADO QUATÁ CAIXA 395G                                                                          |
|6.748|7898064011727|BEBIDA LÁCTEA UHT COCO COM TAPIOCA ZERO LACTOSE BETÂNIA YOBEM WHEY CAIXA 250ML                                           |
|6.749|7896283800856|BEBIDA LÁCTEA UHT BAUNILHA ZERO LACTOSE JUSSARA WHEY PROTEIN CAIXA 250ML                                                 |
|6.750|7896283800832|BEBIDA LÁCTEA UHT CHOCOLATE ZERO LACTOSE JUSSARA WHEY PROTEIN CAIXA 250ML                                                |
|6.751|7898205924787|IOGURTE PARCIALMENTE DESNATADO MORANGO VERDE CAMPO PROBIÓTICO GARRAFA 500G                                               |
|6.752|7896259425397|QUEIJO MUSSARELA FATIADO CAMPONESA 500G                                                                                  |
|6.753|7898205925364|BEBIDA LÁCTEA UHT CAPPUCCINO ZERO LACTOSE VERDE CAMPO NATURAL WHEY CAIXA 250ML                                           |
|6.754|7898403781298|LEITE CONDENSADO BETÂNIA CAIXA 395G                                                                                      |
|6.755|7896259424659|LEITE CONDENSADO SEMIDESNATADO CAMPONESA PROFISSIONAL PACOTE 2,5KG                                                       |
|6.756|7891331018597|PACK BARRA DE PROTEÍNA CHOCOLATE COBERTURA CHOCOLATE AO LEITE NUTRY CRISPY PROTEIN CAIXA 90G 3 UNIDADES                  |
|6.757|7891331850142|BARRA DE PROTEÍNA BOMBOM DE COCO NUTRY CRISPY PROTEIN CAIXA 360G 12 UNIDADES                                             |
|6.758|7891331018320|BARRA DE PROTEÍNA PASTA DE AMENDOIM COBERTURA CHOCOLATE AO LEITE NUTRY CRISPY PROTEIN CAIXA 360G 12 UNIDADES             |
|6.759|7908228805663|BALA DE GELATINA TANGERINA, MORANGO E UVA ZERO AÇÚCAR FRUTS FINI PACOTE 35G                                              |
|6.760|7896052604975|REFRIGERANTE TUTTI FRUTTI ITUBAÍNA RETRÔ LATA 350ML                                                                      |
|6.761|7891331850241|BARRA DE NUTS CRANBERRY NUTRY PACOTE 25G                                                                                 |
|6.762|7896259421030|LEITE UHT INTEGRAL CAMPONESA ORIGEM CAIXA COM TAMPA 1L                                                                   |
|6.763|7898205924879|IOGURTE PARCIALMENTE DESNATADO MORANGO VERDE CAMPO FRASCO 170G                                                           |
|6.764|7898598750420|BEBIDA LÁCTEA UHT CHOCOLATE QUATÁ KIDS CAIXA 180ML                                                                       |
|6.765|7896279602167|MISTURA PARA PÃO DE LÓ COAMO FÁCIL PACOTE 5KG                                                                            |
|6.766|7896183201388|QUEIJO BRIE QUATÁ 125G                                                                                                   |
|6.767|7899975802572|PICOLÉ GROSELHA E NATA TORÇÃO AZUL FINI PACOTE 45G                                                                       |
|6.768|7891331850302|BARRA DE NUTS CRANBERRY NUTRY CAIXA 300G 12 UNIDADES                                                                     |
|6.769|7891331850203|BARRA DE NUTS CLÁSSICA NUTRY PACOTE 25G                                                                                  |
|6.770|7898010690501|ARROZ TIPO 1 DOM CAMILO PACOTE 1KG_CADASTRO REALIZADO COM AMOSTRA FÍSICA DO PRODUTO                                      |
|6.771|7898598750031|REQUEIJÃO CREMOSO QUATÁ BISNAGA 250G                                                                                     |
|6.772|7896279602242|FARINHA DE TRIGO TIPO 1 PARA PIZZA COAMO PACOTE 5KG                                                                      |
|6.773|7896279602259|FARINHA DE TRIGO TIPO 1 PARA SALGADOS COAMO PACOTE 5KG                                                                   |
|6.774|7896279602730|MISTURA PARA BOLO NEUTRO COAMO FÁCIL PACOTE 5KG                                                                          |
|6.775|7896279602716|MISTURA PARA BOLO CENOURA COAMO FÁCIL PACOTE 5KG                                                                         |
|6.776|7896279600088|FARINHA DE TRIGO TIPO 1 TRADICIONAL COAMO PACOTE 5KG                                                                     |
|6.777|7896279602655|FARINHA DE TRIGO TIPO 1 PARA MASSA FRESCA E DERIVADOS COAMO PACOTE 5KG                                                   |
|6.778|7896279602211|FARINHA DE TRIGO TIPO 1 PARA PASTEL COAMO PACOTE 5KG                                                                     |
|6.779|7898403782073|IOGURTE DESNATADO PAPAYA COM LINHAÇA ZERO LACTOSE BETÂNIA YOBEM FRASCO 170G                                              |
|6.780|7891048036075|CHÁ ABACAXI E LIMÃO DR. OETKER FLORES E FRUTAS CAIXA 30G 15 UNIDADES                                                     |
|6.781|7891048036082|CHÁ PÊSSEGO E MARACUJÁ DR. OETKER FLORES E FRUTAS CAIXA 30G 15 UNIDADES                                                  |
|6.782|7898205925555|IOGURTE BICAMADA ABACAXI COM COCO ZERO LACTOSE VERDE CAMPO NATURAL WHEY POTE 140G                                        |
|6.783|7896183202194|LEITE UHT DESNATADO QUATÁ CAIXA 1L                                                                                       |
|6.784|7898205925609|IOGURTE DESNATADO NATURAL ZERO LACTOSE VERDE CAMPO LACFREE COPO 160G                                                     |
|6.785|7898205925739|REQUEIJÃO CREMOSO VERDE CAMPO COPO 180G                                                                                  |
|6.786|7896283800818|LEITE UHT DESNATADO JUSSARA CAIXA COM TAMPA 1L                                                                           |
|6.787|7898598750451|LEITE UHT DESNATADO QUATÁ CAIXA COM TAMPA 1L                                                                             |
|6.788|7898403780673|IOGURTE DESNATADO NATURAL BETÂNIA COPO 170G                                                                              |
|6.789|7898403782394|LEITE UHT DESNATADO BETÂNIA CAIXA COM TAMPA 1L                                                                           |
|6.790|7898403780918|LEITE PÓ INTEGRAL BETÂNIA PACOTE 200G                                                                                    |
|6.791|7898205925579|IOGURTE INTEGRAL NATURAL VERDE CAMPO COPO 160G                                                                           |
|6.792|7898403782196|BEBIDA LÁCTEA FERMENTADA COCO BETÂNIA BANDEJA 540G 6 UNIDADES                                                            |
|6.793|7898950516121|BEBIDA LÁCTEA FERMENTADA MIX DE FRUTAS BETÂNIA BANDEJA 540G 6 UNIDADES                                                   |
|6.794|7898205924909|QUEIJO MUSSARELA FATIADO ZERO LACTOSE VERDE CAMPO LACFREE 150G                                                           |
|6.795|7898205924138|QUEIJO MUSSARELA ZERO LACTOSE VERDE CAMPO LACFREE                                                                        |
|6.796|7898205924015|QUEIJO MUSSARELA ZERO LACTOSE VERDE CAMPO LACFREE                                                                        |
|6.797|7898205924336|QUEIJO MINAS FRESCAL ZERO LACTOSE VERDE CAMPO LACFREE                                                                    |
|6.798|7898064011581|QUEIJO COALHO BETÂNIA                                                                                                    |
|6.799|7898403782677|QUEIJO COALHO BETÂNIA                                                                                                    |
|6.800|7898403780765|QUEIJO MUSSARELA BETÂNIA                                                                                                 |
|6.801|7898403780093|QUEIJO MINAS FRESCAL BETÂNIA                                                                                             |
|6.802|7898403782448|IOGURTE INTEGRAL GREGO TRADICIONAL BETÂNIA BANDEJA 540G 6 UNIDADES                                                       |
|6.803|7898403782783|IOGURTE INTEGRAL BANANA E MAÇÃ TURMA DA MÔNICA BETÂNIA KIDS FRASCO 100G                                                  |
|6.804|7898403780727|IOGURTE INTEGRAL CENOURA, LARANJA E MEL BETÂNIA COPO 170G                                                                |
|6.805|7898403782769|IOGURTE INTEGRAL MORANGO TURMA DA MÔNICA BETÂNIA KIDS FRASCO 100G                                                        |
|6.806|7898403782936|IOGURTE INTEGRAL MORANGO TURMA DA MÔNICA BETÂNIA KIDS MERENDINHA SQUEEZE 100G                                            |
|6.807|7896283800801|LEITE UHT INTEGRAL JUSSARA CAIXA COM TAMPA 1L                                                                            |
|6.808|7896283800566|LEITE UHT INTEGRAL ZERO LACTOSE JUSSARA GARRAFA 1L                                                                       |
|6.809|7898598750437|LEITE UHT INTEGRAL QUATÁ CAIXA COM TAMPA 1L                                                                              |
|6.810|7896183202187|LEITE UHT INTEGRAL QUATÁ CAIXA 1L                                                                                        |
|6.811|7898403782349|IOGURTE INTEGRAL CALDA AMEIXA BETÂNIA COPO 150G                                                                          |
|6.812|7898403780680|IOGURTE INTEGRAL NATURAL BETÂNIA COPO 170G                                                                               |
|6.813|7898403781304|REQUEIJÃO CREMOSO COM AMIDO BETÂNIA BALDE 3,5KG                                                                          |
|6.814|7898403780536|MISTURA DE REQUEIJÃO COM QUEIJO E AMIDO BETÂNIA BISNAGA 400G                                                             |
|6.815|7896259418788|QUEIJO MINAS PADRÃO FRACIONADO CAMPONESA                                                                                 |
|6.816|7898403780130|LEITE UHT INTEGRAL BETÂNIA CAIXA 1L                                                                                      |
|6.817|7898403782387|LEITE UHT INTEGRAL BETÂNIA CAIXA COM TAMPA 1L                                                                            |
|6.818|7898205925449|IOGURTE DESNATADO NATURAL VERDE CAMPO POTE 140G                                                                          |
|6.819|7898205923728|QUEIJO MINAS FRESCAL VERDE CAMPO                                                                                         |
|6.820|7898205923278|QUEIJO MINAS FRESCAL LIGHT VERDE CAMPO                                                                                   |
|6.821|7898205925197|REQUEIJÃO CREMOSO ZERO LACTOSE VERDE CAMPO LACFREE POTE 400G                                                             |
|6.822|7896259418801|QUEIJO MINAS MEIA CURA FRACIONADO CAMPONESA                                                                              |
|6.823|7898205923766|QUEIJO MINAS PADRÃO FRACIONADO LIGHT VERDE CAMPO                                                                         |
|6.824|7898205924756|QUEIJO MINAS PADRÃO FRACIONADO VERDE CAMPO                                                                               |
|6.825|7898205923896|QUEIJO MINAS PADRÃO FRACIONADO ZERO LACTOSE VERDE CAMPO LACFREE                                                          |
|6.826|7896183203139|QUEIJO GRUYÈRE QUATÁ                                                                                                     |
|6.827|7898598750550|QUEIJO GRUYÈRE QUATÁ 170G                                                                                                |
|6.828|7896183201456|QUEIJO GRUYÈRE EM PEDAÇO QUATÁ                                                                                           |
|6.829|7898403780642|IOGURTE PARCIALMENTE DESNATADO AMEIXA BETÂNIA FRASCO 170G                                                                |
|6.830|7898403780949|IOGURTE PARCIALMENTE DESNATADO FRUTAS VERMELHAS BETÂNIA FRASCO 170G                                                      |
|6.831|7898403780598|IOGURTE PARCIALMENTE DESNATADO MEL BETÂNIA GARRAFA 900G                                                                  |
|6.832|7898403780604|IOGURTE PARCIALMENTE DESNATADO MEL BETÂNIA FRASCO 170G                                                                   |
|6.833|7898403782943|IOGURTE PARCIALMENTE DESNATADO MORANGO BETÂNIA GARRAFA 1,25KG EMBALAGEM ECONÔMICA                                        |
|6.834|7896283800542|LEITE UHT SEMIDESNATADO JUSSARA MAX GARRAFA 1L                                                                           |
|6.835|7898403782042|REQUEIJÃO CREMOSO LIGHT ZERO LACTOSE BETÂNIA COPO 200G                                                                   |
|6.836|7898403780291|REQUEIJÃO CREMOSO LIGHT BETÂNIA COPO 200G                                                                                |
|6.837|7896283800559|LEITE UHT SEMIDESNATADO ZERO LACTOSE JUSSARA GARRAFA 1L                                                                  |
|6.838|7898598750468|LEITE UHT SEMIDESNATADO ZERO LACTOSE QUATÁ CAIXA COM TAMPA 1L                                                            |
|6.839|7896259414674|LEITE UHT SEMIDESNATADO ZERO LACTOSE CAMPONESA CAIXA COM TAMPA 1L                                                        |
|6.840|7896283800825|LEITE UHT SEMIDESNATADO JUSSARA ÉQUILIBRÉ CAIXA COM TAMPA 1L                                                             |
|6.841|7896283800429|LEITE UHT SEMIDESNATADO JUSSARA ÉQUILIBRÉ CAIXA 1L                                                                       |
|6.842|7896183201340|LEITE UHT SEMIDESNATADO QUATÁ CAIXA 1L                                                                                   |
|6.843|7898598750444|LEITE UHT SEMIDESNATADO QUATÁ CAIXA COM TAMPA 1L                                                                         |
|6.844|7898403780666|IOGURTE PARCIALMENTE DESNATADO MORANGO BETÂNIA FRASCO 170G                                                               |
|6.845|7896259425380|REQUEIJÃO CREMOSO COM QUEIJO CAMPONESA PROFISSIONAL BISNAGA 1,5KG                                                        |
|6.846|7898598750666|CREAM CHEESE QUATÁ BISNAGA 1,01KG                                                                                        |
|6.847|7896183220181|CREME DE QUEIJO MINAS FRESCAL QUATÁ POTE 150G                                                                            |
|6.848|7896183203146|QUEIJO PARMESÃO QUATÁ                                                                                                    |
|6.849|7896183201012|QUEIJO PARMESÃO RALADO QUATÁ PACOTE 50G                                                                                  |
|6.850|7896259425465|QUEIJO PARMESÃO RALADO CAMPONESA PACOTE 50G                                                                              |
|6.851|7898403780451|BEBIDA LÁCTEA FERMENTADA MORANGO BETÂNIA BAT GUT PACOTE 900G                                                             |
|6.852|7896183202026|RICOTA FRESCA QUATÁ                                                                                                      |
|6.853|7898403781533|BEBIDA LÁCTEA FERMENTADA SALADA DE FRUTAS BETÂNIA BAT GUT PACOTE 900G                                                    |
|6.854|7891048038505|CHÁ VERDE, FRAMBOESA, MIRTILO, CRANBERRY, MORANGO, BETERRABA, BERINJELA E HIBISCO ZERO AÇÚCAR DR. OETKER TI4YOU POTE 180G|
|6.855|7891048061817|MISTURA PARA BOLO CREMOSO COCO DR. OETKER SACHÊ 400G                                                                     |
|6.856|7899975802206|PICOLÉ TUTTI FRUTTI AZEDINHO FINI TUBES PACOTE 45G                                                                       |
|6.857|7891331850272|BARRA DE NUTS SEMENTES NUTRY CAIXA 300G 12 UNIDADES                                                                      |
|6.858|7891331850258|BARRA DE NUTS CACAU NUTRY PACOTE 25G                                                                                     |
|6.859|7891331850210|BARRA DE NUTS SEMENTES NUTRY PACOTE 25G                                                                                  |
|6.860|7891331850326|PACK BARRA DE NUTS CLÁSSICA NUTRY CAIXA 50G 2 UNIDADES                                                                   |
|6.861|7891331018368|PACK BARRA DE CEREAL COOKIES & CREAM NUTRY PACOTE 60G 3 UNIDADES                                                         |
|6.862|7891331005177|PACK BARRA DE CEREAL CASTANHA_DO_BRASIL NUTRY CAIXA 66G 3 UNIDADES                                                       |
|6.863|7891331001100|PACK BARRA DE CEREAL BANANA NUTRY CAIXA 66G 3 UNIDADES                                                                   |
|6.864|7891331850425|BARRA DE PROTEÍNA CHOCOLATE CROCANTE NUTRY WHEY CAIXA 600G 12 UNIDADES                                                   |
|6.865|7891331850395|BARRA DE PROTEÍNA CHOCOLATE CROCANTE NUTRY WHEY PACOTE 50G                                                               |
|6.866|7891331018337|BARRA DE PROTEÍNA COOKIES AND CREAM COBERTURA CHOCOLATE AO LEITE NUTRY CRISPY PROTEIN CAIXA 360G 12 UNIDADES             |
|6.867|7891331018306|BARRA DE PROTEÍNA COOKIES AND CREAM COBERTURA CHOCOLATE AO LEITE NUTRY CRISPY PROTEIN PACOTE 30G                         |
|6.868|7891331018610|PACK BARRA DE PROTEÍNA COOKIES AND CREAM COBERTURA CHOCOLATE AO LEITE NUTRY CRISPY PROTEIN CAIXA 90G 3 UNIDADES          |
|6.869|7891331010072|PACK BARRA DE CEREAL TRUFA DE CHOCOLATE NUTRY CAIXA 60G 3 UNIDADES                                                       |
|6.870|7898064011963|LEITE FERMENTADO DESNATADO UVA BETÂNIA KIDS CAIXA 80G                                                                    |
|6.871|7898403782707|LEITE FERMENTADO DESNATADO BETÂNIA GARRAFA 850G EMBALAGEM ECONÔMICA                                                      |
|6.872|7898403782752|LEITE FERMENTADO DESNATADO LARANJA BETÂNIA KIDS CAIXA 80G                                                                |
|6.873|7898064011918|IOGURTE PARCIALMENTE DESNATADO COCO E BAUNILHA ZERO LACTOSE BETÂNIA YOBEM WHEY POTE 170G                                 |
|6.874|7891331850401|BARRA DE PROTEÍNA TRUFA DE MORANGO NUTRY WHEY PACOTE 50G                                                                 |
|6.875|7896279600422|MARGARINA CREMOSA COM SAL COAMO POTE 500G                                                                                |
|6.876|7891331018313|BARRA DE PROTEÍNA CHOCOLATE COBERTURA CHOCOLATE AO LEITE NUTRY CRISPY PROTEIN CAIXA 360G 12 UNIDADES                     |
|6.877|7891331850432|BARRA DE PROTEÍNA TRUFA DE MORANGO NUTRY WHEY CAIXA 600G 12 UNIDADES                                                     |
|6.878|7891331850388|BARRA DE PROTEÍNA COOKIES & CREAM NUTRY WHEY PACOTE 50G                                                                  |
|6.879|7891331850418|BARRA DE PROTEÍNA COOKIES & CREAM NUTRY WHEY CAIXA 600G 12 UNIDADES                                                      |
|6.880|7908228807766|BALA DE GELATINA SORTIDA MIX SURPRESA FINI PACOTE 80G                                                                    |
