|id |id_usuario|pontos|tipo_origem          |origem_id|data_expiracao               |observacoes                                                                                                                                                     |createdAt                    |updatedAt                    |status  |
|303|24.506    |55    |pesquisa_produto     |42       |2026-12-30 18:35:55.121 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-30 18:35:55.122 -0300|2025-12-30 18:35:55.122 -0300|ativo   |
|304|27.604    |100   |bonus                |         |2026-12-30 19:27:35.311 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2025-12-30 19:27:35.312 -0300|2025-12-30 19:27:35.312 -0300|ativo   |
|305|27.604    |50    |pesquisa_subcategoria|104      |2026-12-30 19:32:47.926 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2025-12-30 19:32:47.926 -0300|2025-12-30 19:32:47.926 -0300|ativo   |
|306|27.604    |55    |pesquisa_produto     |214      |2026-12-30 19:32:48.166 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-30 19:32:48.166 -0300|2025-12-30 19:32:48.166 -0300|ativo   |
|307|27.604    |50    |bonus                |         |2026-12-30 19:33:08.836 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2025-12-30 19:33:08.836 -0300|2025-12-30 19:33:08.836 -0300|ativo   |
|308|27.604    |50    |pesquisa_subcategoria|311      |2026-12-30 19:37:36.818 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2025-12-30 19:37:36.818 -0300|2025-12-30 19:37:36.818 -0300|ativo   |
|309|27.604    |55    |pesquisa_produto     |70       |2026-12-30 19:37:37.070 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-30 19:37:37.070 -0300|2025-12-30 19:37:37.070 -0300|ativo   |
|310|27.604    |50    |bonus                |         |2026-12-30 19:37:51.107 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2025-12-30 19:37:51.107 -0300|2025-12-30 19:37:51.107 -0300|ativo   |
|311|27.604    |50    |pesquisa_subcategoria|29       |2026-12-30 19:44:37.975 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2025-12-30 19:44:37.975 -0300|2025-12-30 19:44:37.975 -0300|ativo   |
|312|27.604    |55    |pesquisa_produto     |42       |2026-12-30 19:44:38.205 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2025-12-30 19:44:38.205 -0300|2025-12-30 19:44:38.205 -0300|ativo   |
|313|27.604    |50    |bonus                |         |2026-12-30 19:45:07.772 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2025-12-30 19:45:07.772 -0300|2025-12-30 19:45:07.772 -0300|ativo   |
|314|27.606    |100   |bonus                |         |2026-12-31 22:35:05.613 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2025-12-31 22:35:05.614 -0300|2025-12-31 22:35:05.614 -0300|ativo   |
|315|27.088    |100   |bonus                |         |2027-01-01 11:25:57.443 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-01 11:25:57.443 -0300|2026-01-01 11:25:57.443 -0300|ativo   |
|316|27.608    |100   |bonus                |         |2027-01-01 20:47:47.601 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-01 20:47:47.601 -0300|2026-01-01 20:47:47.601 -0300|ativo   |
|317|27.609    |100   |bonus                |         |2027-01-01 22:48:12.052 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-01 22:48:12.052 -0300|2026-01-01 22:48:12.052 -0300|ativo   |
|318|27.609    |50    |pesquisa_subcategoria|104      |2027-01-01 22:51:57.713 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-01 22:51:57.714 -0300|2026-01-01 22:51:57.714 -0300|ativo   |
|319|27.609    |55    |pesquisa_produto     |214      |2027-01-01 22:51:57.959 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-01 22:51:57.959 -0300|2026-01-01 22:51:57.959 -0300|ativo   |
|320|27.609    |50    |bonus                |         |2027-01-01 22:52:18.877 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-01 22:52:18.877 -0300|2026-01-01 22:52:18.877 -0300|ativo   |
|321|27.609    |50    |pesquisa_subcategoria|311      |2027-01-01 22:54:07.866 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-01 22:54:07.866 -0300|2026-01-01 22:54:07.866 -0300|ativo   |
|322|27.609    |55    |pesquisa_produto     |70       |2027-01-01 22:54:08.200 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-01 22:54:08.200 -0300|2026-01-01 22:54:08.200 -0300|ativo   |
|323|27.610    |100   |bonus                |         |2027-01-02 00:32:38.054 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-02 00:32:38.055 -0300|2026-01-02 00:32:38.055 -0300|ativo   |
|324|27.610    |50    |pesquisa_subcategoria|260      |2027-01-02 00:39:32.737 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-02 00:39:32.737 -0300|2026-01-02 00:39:32.737 -0300|ativo   |
|325|27.610    |55    |pesquisa_produto     |170      |2027-01-02 00:39:32.971 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-02 00:39:32.972 -0300|2026-01-02 00:39:32.972 -0300|ativo   |
|326|27.610    |50    |pesquisa_subcategoria|104      |2027-01-02 00:44:09.962 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-02 00:44:09.962 -0300|2026-01-02 00:44:09.962 -0300|ativo   |
|327|27.610    |55    |pesquisa_produto     |214      |2027-01-02 00:44:10.167 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-02 00:44:10.167 -0300|2026-01-02 00:44:10.167 -0300|ativo   |
|328|27.610    |50    |pesquisa_subcategoria|266      |2027-01-02 00:47:48.239 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-02 00:47:48.239 -0300|2026-01-02 00:47:48.239 -0300|ativo   |
|329|27.610    |55    |pesquisa_produto     |316      |2027-01-02 00:47:48.450 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-02 00:47:48.450 -0300|2026-01-02 00:47:48.450 -0300|ativo   |
|330|27.612    |100   |bonus                |         |2027-01-02 01:55:46.925 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-02 01:55:46.925 -0300|2026-01-02 01:55:46.925 -0300|ativo   |
|331|27.613    |100   |bonus                |         |2027-01-02 12:42:08.002 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-02 12:42:08.002 -0300|2026-01-02 12:42:08.002 -0300|ativo   |
|332|27.613    |50    |pesquisa_subcategoria|104      |2027-01-02 12:47:08.407 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-02 12:47:08.407 -0300|2026-01-02 12:47:08.407 -0300|ativo   |
|333|27.613    |55    |pesquisa_produto     |214      |2027-01-02 12:47:08.605 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-02 12:47:08.605 -0300|2026-01-02 12:47:08.605 -0300|ativo   |
|334|27.614    |100   |bonus                |         |2027-01-02 13:07:24.669 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-02 13:07:24.669 -0300|2026-01-02 13:07:24.669 -0300|ativo   |
|335|27.614    |50    |pesquisa_subcategoria|264      |2027-01-02 13:11:19.196 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-02 13:11:19.196 -0300|2026-01-02 13:11:19.196 -0300|ativo   |
|336|27.614    |55    |pesquisa_produto     |322      |2027-01-02 13:11:19.700 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-02 13:11:19.700 -0300|2026-01-02 13:11:19.700 -0300|ativo   |
|337|27.614    |50    |bonus                |         |2027-01-02 13:11:46.475 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-02 13:11:46.475 -0300|2026-01-02 13:11:46.475 -0300|ativo   |
|338|27.614    |50    |pesquisa_subcategoria|104      |2027-01-02 13:15:12.559 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-02 13:15:12.559 -0300|2026-01-02 13:15:12.559 -0300|ativo   |
|339|27.614    |55    |pesquisa_produto     |214      |2027-01-02 13:15:12.822 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-02 13:15:12.822 -0300|2026-01-02 13:15:12.822 -0300|ativo   |
|340|27.614    |50    |bonus                |         |2027-01-02 13:15:29.759 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-02 13:15:29.759 -0300|2026-01-02 13:15:29.759 -0300|ativo   |
|341|27.614    |50    |pesquisa_subcategoria|311      |2027-01-02 13:18:02.433 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-02 13:18:02.433 -0300|2026-01-02 13:18:02.433 -0300|ativo   |
|342|27.614    |55    |pesquisa_produto     |70       |2027-01-02 13:18:02.681 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-02 13:18:02.681 -0300|2026-01-02 13:18:02.681 -0300|ativo   |
|343|27.614    |50    |bonus                |         |2027-01-02 13:18:17.006 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-02 13:18:17.006 -0300|2026-01-02 13:18:17.006 -0300|ativo   |
|344|27.615    |100   |bonus                |         |2027-01-02 19:29:06.007 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-02 19:29:06.007 -0300|2026-01-02 19:29:06.007 -0300|ativo   |
|345|27.615    |50    |pesquisa_subcategoria|234      |2027-01-02 19:36:35.092 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-02 19:36:35.092 -0300|2026-01-02 19:36:35.092 -0300|ativo   |
|346|27.615    |55    |pesquisa_produto     |117      |2027-01-02 19:36:35.447 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-02 19:36:35.447 -0300|2026-01-02 19:36:35.447 -0300|ativo   |
|347|25.245    |100   |bonus                |         |2027-01-03 07:52:12.097 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-03 07:52:12.097 -0300|2026-01-03 07:52:12.097 -0300|ativo   |
|348|25.245    |50    |pesquisa_subcategoria|104      |2027-01-03 07:56:25.022 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-03 07:56:25.022 -0300|2026-01-03 07:56:25.022 -0300|ativo   |
|349|25.245    |55    |pesquisa_produto     |214      |2027-01-03 07:56:25.257 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-03 07:56:25.258 -0300|2026-01-03 07:56:25.258 -0300|ativo   |
|360|27.619    |100   |bonus                |         |2027-01-04 01:40:39.759 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-04 01:40:39.760 -0300|2026-01-04 01:40:39.760 -0300|ativo   |
|361|27.619    |20    |bonus                |         |2027-01-04 01:55:34.742 -0300|Pontos extras por enviar foto no questionário - 20 pontos                                                                                                       |2026-01-04 01:55:34.742 -0300|2026-01-04 01:55:34.742 -0300|ativo   |
|362|27.619    |20    |bonus                |         |2027-01-04 01:59:39.615 -0300|Pontos extras por enviar foto no questionário - 20 pontos                                                                                                       |2026-01-04 01:59:39.616 -0300|2026-01-04 01:59:39.616 -0300|ativo   |
|363|27.619    |50    |pesquisa_subcategoria|39       |2027-01-04 02:02:48.519 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-04 02:02:48.519 -0300|2026-01-04 02:02:48.519 -0300|ativo   |
|364|27.619    |55    |pesquisa_produto     |180      |2027-01-04 02:02:48.838 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-04 02:02:48.838 -0300|2026-01-04 02:02:48.838 -0300|ativo   |
|365|27.619    |50    |bonus                |         |2027-01-04 02:03:20.776 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-04 02:03:20.776 -0300|2026-01-04 02:03:20.776 -0300|ativo   |
|366|27.619    |20    |bonus                |         |2027-01-04 02:06:51.348 -0300|Pontos extras por enviar foto no questionário - 20 pontos                                                                                                       |2026-01-04 02:06:51.349 -0300|2026-01-04 02:06:51.349 -0300|ativo   |
|367|27.619    |55    |pesquisa_produto     |180      |2027-01-04 02:07:50.765 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-04 02:07:50.766 -0300|2026-01-04 02:07:50.766 -0300|ativo   |
|368|27.619    |50    |bonus                |         |2027-01-04 02:08:23.940 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-04 02:08:23.941 -0300|2026-01-04 02:08:23.941 -0300|ativo   |
|369|27.619    |20    |bonus                |         |2027-01-04 02:11:10.203 -0300|Pontos extras por enviar foto no questionário - 20 pontos                                                                                                       |2026-01-04 02:11:10.203 -0300|2026-01-04 02:11:10.203 -0300|ativo   |
|370|27.619    |55    |pesquisa_produto     |180      |2027-01-04 02:12:41.179 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-04 02:12:41.179 -0300|2026-01-04 02:12:41.179 -0300|ativo   |
|371|27.619    |50    |bonus                |         |2027-01-04 02:13:18.207 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-04 02:13:18.207 -0300|2026-01-04 02:13:18.207 -0300|ativo   |
|372|27.619    |50    |pesquisa_subcategoria|104      |2027-01-04 02:23:15.531 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-04 02:23:15.531 -0300|2026-01-04 02:23:15.531 -0300|ativo   |
|373|27.619    |50    |pesquisa_subcategoria|104      |2027-01-04 02:23:22.499 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-04 02:23:22.499 -0300|2026-01-04 02:23:22.499 -0300|ativo   |
|374|27.620    |100   |bonus                |         |2027-01-04 13:46:47.749 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-04 13:46:47.749 -0300|2026-01-04 13:46:47.749 -0300|ativo   |
|375|27.620    |50    |pesquisa_subcategoria|194      |2027-01-04 13:50:58.307 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-04 13:50:58.307 -0300|2026-01-04 13:50:58.307 -0300|ativo   |
|376|27.620    |55    |pesquisa_produto     |209      |2027-01-04 13:50:58.494 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-04 13:50:58.494 -0300|2026-01-04 13:50:58.494 -0300|ativo   |
|377|27.620    |50    |bonus                |         |2027-01-04 13:51:04.843 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-04 13:51:04.843 -0300|2026-01-04 13:51:04.843 -0300|ativo   |
|378|27.618    |100   |bonus                |         |2027-01-04 19:52:48.682 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-04 19:52:48.683 -0300|2026-01-04 19:52:48.683 -0300|ativo   |
|379|27.618    |50    |pesquisa_subcategoria|270      |2027-01-04 20:06:50.802 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-04 20:06:50.802 -0300|2026-01-04 20:06:50.802 -0300|ativo   |
|380|27.618    |55    |pesquisa_produto     |317      |2027-01-04 20:06:51.027 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-04 20:06:51.027 -0300|2026-01-04 20:06:51.027 -0300|ativo   |
|381|27.618    |50    |bonus                |         |2027-01-04 20:07:33.507 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-04 20:07:33.507 -0300|2026-01-04 20:07:33.507 -0300|ativo   |
|382|27.618    |50    |pesquisa_subcategoria|44       |2027-01-04 20:18:46.794 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-04 20:18:46.794 -0300|2026-01-04 20:18:46.794 -0300|ativo   |
|383|27.618    |55    |pesquisa_produto     |179      |2027-01-04 20:18:47.014 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-04 20:18:47.014 -0300|2026-01-04 20:18:47.014 -0300|ativo   |
|384|27.618    |50    |bonus                |         |2027-01-04 20:20:19.566 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-04 20:20:19.567 -0300|2026-01-04 20:20:19.567 -0300|ativo   |
|385|27.618    |55    |pesquisa_produto     |179      |2027-01-04 20:24:40.593 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-04 20:24:40.594 -0300|2026-01-04 20:24:40.594 -0300|ativo   |
|386|27.618    |50    |bonus                |         |2027-01-04 20:25:29.636 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-04 20:25:29.636 -0300|2026-01-04 20:25:29.636 -0300|ativo   |
|387|23.038    |100   |bonus                |         |2027-01-05 17:47:15.997 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-05 17:47:15.997 -0300|2026-01-05 17:47:15.997 -0300|ativo   |
|388|23.038    |50    |pesquisa_subcategoria|104      |2027-01-05 17:51:54.276 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-05 17:51:54.276 -0300|2026-01-05 17:51:54.276 -0300|ativo   |
|389|23.038    |55    |pesquisa_produto     |214      |2027-01-05 17:51:54.590 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-05 17:51:54.590 -0300|2026-01-05 17:51:54.590 -0300|ativo   |
|390|23.038    |50    |bonus                |         |2027-01-05 17:52:06.857 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-05 17:52:06.857 -0300|2026-01-05 17:52:06.857 -0300|ativo   |
|391|27.623    |100   |bonus                |         |2027-01-06 19:52:10.678 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-06 19:52:10.678 -0300|2026-01-06 19:52:10.678 -0300|ativo   |
|392|27.623    |50    |pesquisa_subcategoria|7        |2027-01-06 19:53:55.918 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-06 19:53:55.918 -0300|2026-01-06 19:53:55.918 -0300|ativo   |
|393|27.623    |50    |pesquisa_subcategoria|7        |2027-01-06 19:53:56.055 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-06 19:53:56.055 -0300|2026-01-06 19:53:56.055 -0300|ativo   |
|394|27.623    |55    |pesquisa_produto     |284      |2027-01-06 19:53:56.156 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-06 19:53:56.156 -0300|2026-01-06 19:53:56.156 -0300|ativo   |
|395|27.623    |55    |pesquisa_produto     |284      |2027-01-06 19:53:56.314 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-06 19:53:56.314 -0300|2026-01-06 19:53:56.314 -0300|ativo   |
|396|27.579    |50    |pesquisa_subcategoria|104      |2027-01-06 21:06:41.872 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-06 21:06:41.873 -0300|2026-01-06 21:06:41.873 -0300|ativo   |
|397|27.579    |55    |pesquisa_produto     |214      |2027-01-06 21:06:42.116 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-06 21:06:42.116 -0300|2026-01-06 21:06:42.116 -0300|ativo   |
|398|27.579    |50    |bonus                |         |2027-01-06 21:07:18.872 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-06 21:07:18.872 -0300|2026-01-06 21:07:18.872 -0300|ativo   |
|399|27.579    |50    |pesquisa_subcategoria|311      |2027-01-06 21:10:09.742 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-06 21:10:09.743 -0300|2026-01-06 21:10:09.743 -0300|ativo   |
|400|27.579    |55    |pesquisa_produto     |70       |2027-01-06 21:10:09.986 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-06 21:10:09.986 -0300|2026-01-06 21:10:09.986 -0300|ativo   |
|401|27.579    |50    |bonus                |         |2027-01-06 21:10:18.487 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-06 21:10:18.487 -0300|2026-01-06 21:10:18.487 -0300|ativo   |
|402|27.579    |50    |pesquisa_subcategoria|29       |2027-01-06 21:13:58.040 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-06 21:13:58.040 -0300|2026-01-06 21:13:58.040 -0300|ativo   |
|403|27.579    |55    |pesquisa_produto     |42       |2027-01-06 21:13:58.275 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-06 21:13:58.275 -0300|2026-01-06 21:13:58.275 -0300|ativo   |
|404|27.579    |50    |bonus                |         |2027-01-06 21:14:11.237 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-06 21:14:11.237 -0300|2026-01-06 21:14:11.237 -0300|ativo   |
|405|27.624    |100   |bonus                |         |2027-01-06 22:39:52.100 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-06 22:39:52.100 -0300|2026-01-06 22:39:52.100 -0300|ativo   |
|406|27.625    |100   |bonus                |         |2027-01-06 23:40:45.436 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-06 23:40:45.437 -0300|2026-01-06 23:40:45.437 -0300|ativo   |
|407|27.625    |50    |pesquisa_subcategoria|260      |2027-01-06 23:46:58.504 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-06 23:46:58.504 -0300|2026-01-06 23:46:58.504 -0300|ativo   |
|408|27.625    |55    |pesquisa_produto     |170      |2027-01-06 23:46:58.715 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-06 23:46:58.715 -0300|2026-01-06 23:46:58.715 -0300|ativo   |
|409|27.625    |50    |bonus                |         |2027-01-06 23:47:12.055 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-06 23:47:12.055 -0300|2026-01-06 23:47:12.055 -0300|ativo   |
|410|27.625    |50    |pesquisa_subcategoria|195      |2027-01-06 23:51:53.618 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-06 23:51:53.619 -0300|2026-01-06 23:51:53.619 -0300|ativo   |
|411|27.625    |55    |pesquisa_produto     |208      |2027-01-06 23:51:53.816 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-06 23:51:53.816 -0300|2026-01-06 23:51:53.816 -0300|ativo   |
|412|27.625    |50    |bonus                |         |2027-01-06 23:52:06.678 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-06 23:52:06.679 -0300|2026-01-06 23:52:06.679 -0300|ativo   |
|413|27.625    |50    |pesquisa_subcategoria|104      |2027-01-06 23:55:16.408 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-06 23:55:16.408 -0300|2026-01-06 23:55:16.408 -0300|ativo   |
|414|27.625    |55    |pesquisa_produto     |214      |2027-01-06 23:55:16.598 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-06 23:55:16.598 -0300|2026-01-06 23:55:16.598 -0300|ativo   |
|415|27.625    |50    |bonus                |         |2027-01-06 23:55:22.829 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-06 23:55:22.830 -0300|2026-01-06 23:55:22.830 -0300|ativo   |
|416|26.993    |50    |pesquisa_subcategoria|104      |2027-01-07 05:47:45.175 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-07 05:47:45.175 -0300|2026-01-07 05:47:45.175 -0300|ativo   |
|417|26.993    |55    |pesquisa_produto     |214      |2027-01-07 05:47:45.411 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-07 05:47:45.412 -0300|2026-01-07 05:47:45.412 -0300|ativo   |
|418|27.626    |100   |bonus                |         |2027-01-07 18:47:13.070 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-07 18:47:13.070 -0300|2026-01-07 18:47:13.070 -0300|ativo   |
|419|27.627    |100   |bonus                |         |2027-01-07 19:20:45.015 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-07 19:20:45.016 -0300|2026-01-07 19:20:45.016 -0300|ativo   |
|420|27.627    |50    |pesquisa_subcategoria|135      |2027-01-07 19:27:35.574 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-07 19:27:35.574 -0300|2026-01-07 19:27:35.574 -0300|ativo   |
|421|27.627    |55    |pesquisa_produto     |202      |2027-01-07 19:27:35.910 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-07 19:27:35.911 -0300|2026-01-07 19:27:35.911 -0300|ativo   |
|422|27.627    |50    |pesquisa_subcategoria|39       |2027-01-07 19:43:37.840 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-07 19:43:37.840 -0300|2026-01-07 19:43:37.840 -0300|ativo   |
|423|27.627    |55    |pesquisa_produto     |180      |2027-01-07 19:43:38.094 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-07 19:43:38.094 -0300|2026-01-07 19:43:38.094 -0300|ativo   |
|424|19.636    |100   |bonus                |         |2027-01-08 13:41:07.098 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-08 13:41:07.098 -0300|2026-01-08 13:41:07.098 -0300|ativo   |
|425|19.636    |50    |pesquisa_subcategoria|104      |2027-01-08 13:44:25.142 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-08 13:44:25.143 -0300|2026-01-08 13:44:25.143 -0300|ativo   |
|426|19.636    |55    |pesquisa_produto     |214      |2027-01-08 13:44:25.364 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-08 13:44:25.364 -0300|2026-01-08 13:44:25.364 -0300|ativo   |
|427|19.636    |55    |pesquisa_produto     |214      |2027-01-08 13:46:24.641 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-08 13:46:24.641 -0300|2026-01-08 13:46:24.641 -0300|ativo   |
|428|19.636    |50    |pesquisa_subcategoria|311      |2027-01-08 13:53:02.679 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-08 13:53:02.680 -0300|2026-01-08 13:53:02.680 -0300|ativo   |
|429  |19.636    |55    |pesquisa_produto     |70       |2027-01-08 13:53:02.897 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-08 13:53:02.897 -0300|2026-01-08 13:53:02.897 -0300|ativo    |
|430  |19.636    |50    |pesquisa_subcategoria|29       |2027-01-08 14:00:55.096 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-08 14:00:55.096 -0300|2026-01-08 14:00:55.096 -0300|ativo    |
|209  |27.591    |100   |bonus                |         |2026-12-29 13:11:42.903 -0300|Cadastro completo - 100 pontos - Bloqueado para resgate: Resgate de benefício: Benefício (ID: 1) - Confirmado: Resgate aprovado: Benefício                      |2025-12-29 13:11:42.904 -0300|2026-01-09 08:54:29.192 -0300|resgatado|
|210  |27.591    |50    |pesquisa_subcategoria|29       |2026-12-29 13:30:44.837 -0300|Pontos ganhos por responder questionário - 50 pontos - Bloqueado para resgate: Resgate de benefício: Benefício (ID: 1) - Confirmado: Resgate aprovado: Benefício|2025-12-29 13:30:44.838 -0300|2026-01-09 08:54:29.210 -0300|resgatado|
|211  |27.591    |55    |pesquisa_produto     |42       |2026-12-29 13:30:45.042 -0300|Pontos ganhos por responder questionário - 55 pontos - Bloqueado para resgate: Resgate de benefício: Benefício (ID: 1) - Confirmado: Resgate aprovado: Benefício|2025-12-29 13:30:45.042 -0300|2026-01-09 08:54:29.224 -0300|resgatado|
