|id |id_usuario|pontos|tipo_origem          |origem_id|data_expiracao               |observacoes                                                                                                                                                     |createdAt                    |updatedAt                    |status  |
|1.205|27.579    |50    |bonus                |         |2027-01-30 21:37:22.545 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-30 21:37:22.545 -0300|2026-01-30 21:37:22.545 -0300|ativo    |
|1.206|27.579    |50    |pesquisa_subcategoria|40       |2027-01-30 21:48:19.863 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-30 21:48:19.864 -0300|2026-01-30 21:48:19.864 -0300|ativo    |
|1.207|27.579    |55    |pesquisa_produto     |46       |2027-01-30 21:48:20.095 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-30 21:48:20.095 -0300|2026-01-30 21:48:20.095 -0300|ativo    |
|1.208|27.579    |50    |bonus                |         |2027-01-30 21:48:27.876 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-30 21:48:27.876 -0300|2026-01-30 21:48:27.876 -0300|ativo    |
|1.209|27.579    |50    |pesquisa_subcategoria|41       |2027-01-30 21:50:32.126 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-30 21:50:32.126 -0300|2026-01-30 21:50:32.126 -0300|ativo    |
|1.210|27.579    |55    |pesquisa_produto     |47       |2027-01-30 21:50:32.347 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-30 21:50:32.347 -0300|2026-01-30 21:50:32.347 -0300|ativo    |
|1.211|27.579    |50    |bonus                |         |2027-01-30 21:50:42.806 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-30 21:50:42.806 -0300|2026-01-30 21:50:42.806 -0300|ativo    |
|1.221|27.855    |100   |bonus                |         |2027-01-31 11:51:36.666 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-31 11:51:36.666 -0300|2026-01-31 11:51:36.666 -0300|ativo    |
|1.222|27.855    |50    |pesquisa_subcategoria|19       |2027-01-31 12:01:15.805 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-31 12:01:15.805 -0300|2026-01-31 12:01:15.805 -0300|ativo    |
|1.223|27.855    |55    |pesquisa_produto     |292      |2027-01-31 12:01:16.070 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-31 12:01:16.070 -0300|2026-01-31 12:01:16.070 -0300|ativo    |
|1.224|27.855    |50    |bonus                |         |2027-01-31 12:01:41.359 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-31 12:01:41.359 -0300|2026-01-31 12:01:41.359 -0300|ativo    |
|1.225|27.855    |50    |pesquisa_subcategoria|5        |2027-01-31 12:10:04.590 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-31 12:10:04.591 -0300|2026-01-31 12:10:04.591 -0300|ativo    |
|1.226|27.855    |55    |pesquisa_produto     |71       |2027-01-31 12:10:04.902 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-31 12:10:04.903 -0300|2026-01-31 12:10:04.903 -0300|ativo    |
|1.227|27.855    |50    |bonus                |         |2027-01-31 12:10:15.876 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-31 12:10:15.877 -0300|2026-01-31 12:10:15.877 -0300|ativo    |
|1.228|27.856    |100   |bonus                |         |2027-01-31 13:14:00.162 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-31 13:14:00.163 -0300|2026-01-31 13:14:00.163 -0300|ativo    |
|1.229|27.643    |50    |pesquisa_subcategoria|19       |2027-01-31 14:30:47.196 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-31 14:30:47.196 -0300|2026-01-31 14:30:47.196 -0300|ativo    |
|1.230|27.643    |55    |pesquisa_produto     |292      |2027-01-31 14:30:47.404 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-31 14:30:47.404 -0300|2026-01-31 14:30:47.404 -0300|ativo    |
|1.231|27.643    |50    |pesquisa_subcategoria|250      |2027-01-31 14:34:09.451 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-31 14:34:09.452 -0300|2026-01-31 14:34:09.452 -0300|ativo    |
|1.232|27.643    |55    |pesquisa_produto     |238      |2027-01-31 14:34:09.684 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-31 14:34:09.684 -0300|2026-01-31 14:34:09.684 -0300|ativo    |
|1.233|27.799    |50    |pesquisa_subcategoria|243      |2027-01-31 18:40:39.152 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-31 18:40:39.152 -0300|2026-01-31 18:40:39.152 -0300|ativo    |
|1.234|27.799    |55    |pesquisa_produto     |206      |2027-01-31 18:40:39.456 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-31 18:40:39.456 -0300|2026-01-31 18:40:39.456 -0300|ativo    |
|1.235|27.799    |50    |pesquisa_subcategoria|270      |2027-01-31 18:47:02.063 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-31 18:47:02.063 -0300|2026-01-31 18:47:02.063 -0300|ativo    |
|1.236|27.799    |55    |pesquisa_produto     |317      |2027-01-31 18:47:02.775 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-31 18:47:02.775 -0300|2026-01-31 18:47:02.775 -0300|ativo    |
|1.237|27.799    |45    |pesquisa_subcategoria|94       |2027-01-31 19:02:39.971 -0300|Pontos ganhos por responder questionário - 45 pontos                                                                                                            |2026-01-31 19:02:39.971 -0300|2026-01-31 19:02:39.971 -0300|ativo    |
|1.238|27.799    |55    |pesquisa_produto     |165      |2027-01-31 19:02:40.552 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-31 19:02:40.552 -0300|2026-01-31 19:02:40.552 -0300|ativo    |
|1.239|27.857    |100   |bonus                |         |2027-01-31 21:06:10.162 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-31 21:06:10.163 -0300|2026-01-31 21:06:10.163 -0300|ativo    |
|1.240|27.857    |50    |pesquisa_subcategoria|117      |2027-01-31 21:10:10.113 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-31 21:10:10.113 -0300|2026-01-31 21:10:10.113 -0300|ativo    |
|1.241|27.857    |55    |pesquisa_produto     |58       |2027-01-31 21:10:10.341 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-31 21:10:10.341 -0300|2026-01-31 21:10:10.341 -0300|ativo    |
|1.242|27.857    |50    |bonus                |         |2027-01-31 21:10:55.297 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-31 21:10:55.297 -0300|2026-01-31 21:10:55.297 -0300|ativo    |
|1.243|27.857    |50    |pesquisa_subcategoria|19       |2027-01-31 21:14:00.777 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-31 21:14:00.778 -0300|2026-01-31 21:14:00.778 -0300|ativo    |
|1.244|27.857    |55    |pesquisa_produto     |292      |2027-01-31 21:14:01.022 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-31 21:14:01.022 -0300|2026-01-31 21:14:01.022 -0300|ativo    |
|1.245|27.857    |50    |bonus                |         |2027-01-31 21:14:19.329 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-31 21:14:19.329 -0300|2026-01-31 21:14:19.329 -0300|ativo    |
|1.246|27.857    |50    |pesquisa_subcategoria|104      |2027-01-31 21:16:30.586 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-31 21:16:30.586 -0300|2026-01-31 21:16:30.586 -0300|ativo    |
|1.247|27.857    |55    |pesquisa_produto     |214      |2027-01-31 21:16:30.829 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-31 21:16:30.829 -0300|2026-01-31 21:16:30.829 -0300|ativo    |
|1.248|27.857    |50    |bonus                |         |2027-01-31 21:16:39.051 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-31 21:16:39.052 -0300|2026-01-31 21:16:39.052 -0300|ativo    |
|1.249|27.858    |100   |bonus                |         |2027-01-31 21:42:51.983 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-31 21:42:51.984 -0300|2026-01-31 21:42:51.984 -0300|ativo    |
|1.250|27.858    |50    |pesquisa_subcategoria|263      |2027-01-31 21:49:07.749 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-31 21:49:07.749 -0300|2026-01-31 21:49:07.749 -0300|ativo    |
|1.251|27.858    |55    |pesquisa_produto     |49       |2027-01-31 21:49:07.969 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-31 21:49:07.970 -0300|2026-01-31 21:49:07.970 -0300|ativo    |
|1.252|27.858    |50    |pesquisa_subcategoria|19       |2027-01-31 21:53:14.942 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-31 21:53:14.942 -0300|2026-01-31 21:53:14.942 -0300|ativo    |
|1.253|27.858    |55    |pesquisa_produto     |292      |2027-01-31 21:53:15.174 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-31 21:53:15.174 -0300|2026-01-31 21:53:15.174 -0300|ativo    |
|1.260|27.860    |100   |bonus                |         |2027-02-01 08:38:08.842 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-02-01 08:38:08.842 -0300|2026-02-01 08:38:08.842 -0300|ativo    |
|1.261|27.860    |50    |pesquisa_subcategoria|190      |2027-02-01 08:48:27.418 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 08:48:27.419 -0300|2026-02-01 08:48:27.419 -0300|ativo    |
|1.262|27.860    |55    |pesquisa_produto     |299      |2027-02-01 08:48:27.647 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 08:48:27.647 -0300|2026-02-01 08:48:27.647 -0300|ativo    |
|1.263|27.860    |50    |pesquisa_subcategoria|108      |2027-02-01 08:55:25.677 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 08:55:25.678 -0300|2026-02-01 08:55:25.678 -0300|ativo    |
|1.264|27.860    |55    |pesquisa_produto     |69       |2027-02-01 08:55:25.909 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 08:55:25.909 -0300|2026-02-01 08:55:25.909 -0300|ativo    |
|1.265|27.860    |50    |pesquisa_subcategoria|251      |2027-02-01 09:04:02.637 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 09:04:02.637 -0300|2026-02-01 09:04:02.637 -0300|ativo    |
|1.266|27.860    |55    |pesquisa_produto     |171      |2027-02-01 09:04:02.866 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 09:04:02.866 -0300|2026-02-01 09:04:02.866 -0300|ativo    |
|1.267|27.643    |50    |pesquisa_subcategoria|5        |2027-02-01 11:14:49.173 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 11:14:49.174 -0300|2026-02-01 11:14:49.174 -0300|ativo    |
|1.268|27.643    |55    |pesquisa_produto     |71       |2027-02-01 11:14:49.523 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 11:14:49.523 -0300|2026-02-01 11:14:49.523 -0300|ativo    |
|1.269|27.643    |50    |pesquisa_subcategoria|289      |2027-02-01 11:17:48.097 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 11:17:48.097 -0300|2026-02-01 11:17:48.097 -0300|ativo    |
|1.270|27.643    |55    |pesquisa_produto     |96       |2027-02-01 11:17:48.296 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 11:17:48.296 -0300|2026-02-01 11:17:48.296 -0300|ativo    |
|1.271|27.643    |50    |pesquisa_subcategoria|249      |2027-02-01 11:21:24.776 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 11:21:24.776 -0300|2026-02-01 11:21:24.776 -0300|ativo    |
|1.272|27.643    |55    |pesquisa_produto     |239      |2027-02-01 11:21:25.033 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 11:21:25.033 -0300|2026-02-01 11:21:25.033 -0300|ativo    |
|1.273|27.861    |100   |bonus                |         |2027-02-01 14:35:43.994 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-02-01 14:35:43.994 -0300|2026-02-01 14:35:43.994 -0300|ativo    |
|1.274|27.861    |50    |pesquisa_subcategoria|19       |2027-02-01 14:53:55.849 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 14:53:55.849 -0300|2026-02-01 14:53:55.849 -0300|ativo    |
|1.275|27.861    |55    |pesquisa_produto     |292      |2027-02-01 14:53:56.063 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 14:53:56.064 -0300|2026-02-01 14:53:56.064 -0300|ativo    |
|1.276|27.862    |100   |bonus                |         |2027-02-01 16:36:56.991 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-02-01 16:36:56.991 -0300|2026-02-01 16:36:56.991 -0300|ativo    |
|1.277|27.862    |50    |pesquisa_subcategoria|137      |2027-02-01 16:48:49.296 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 16:48:49.296 -0300|2026-02-01 16:48:49.296 -0300|ativo    |
|1.278|27.862    |55    |pesquisa_produto     |204      |2027-02-01 16:48:49.583 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 16:48:49.583 -0300|2026-02-01 16:48:49.583 -0300|ativo    |
|1.279|27.866    |100   |bonus                |         |2027-02-01 20:31:30.148 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-02-01 20:31:30.148 -0300|2026-02-01 20:31:30.148 -0300|ativo    |
|1.280|15.850    |100   |bonus                |         |2027-02-01 20:37:31.736 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-02-01 20:37:31.736 -0300|2026-02-01 20:37:31.736 -0300|ativo    |
|1.281|27.866    |50    |pesquisa_subcategoria|314      |2027-02-01 20:39:06.711 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 20:39:06.712 -0300|2026-02-01 20:39:06.712 -0300|ativo    |
|1.282|27.866    |55    |pesquisa_produto     |328      |2027-02-01 20:39:06.917 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 20:39:06.917 -0300|2026-02-01 20:39:06.917 -0300|ativo    |
|1.283|27.866    |50    |bonus                |         |2027-02-01 20:39:34.703 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-01 20:39:34.703 -0300|2026-02-01 20:39:34.703 -0300|ativo    |
|1.284|15.850    |50    |pesquisa_subcategoria|68       |2027-02-01 20:41:28.419 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 20:41:28.419 -0300|2026-02-01 20:41:28.419 -0300|ativo    |
|1.285|15.850    |55    |pesquisa_produto     |200      |2027-02-01 20:41:28.627 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 20:41:28.628 -0300|2026-02-01 20:41:28.628 -0300|ativo    |
|1.286|15.850    |50    |bonus                |         |2027-02-01 20:41:37.664 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-01 20:41:37.664 -0300|2026-02-01 20:41:37.664 -0300|ativo    |
|1.287|27.866    |50    |pesquisa_subcategoria|260      |2027-02-01 20:44:21.441 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 20:44:21.441 -0300|2026-02-01 20:44:21.441 -0300|ativo    |
|1.288|27.866    |55    |pesquisa_produto     |170      |2027-02-01 20:44:21.660 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 20:44:21.660 -0300|2026-02-01 20:44:21.660 -0300|ativo    |
|1.289|27.866    |50    |bonus                |         |2027-02-01 20:44:35.618 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-01 20:44:35.618 -0300|2026-02-01 20:44:35.618 -0300|ativo    |
|1.290|15.850    |50    |pesquisa_subcategoria|19       |2027-02-01 20:48:05.690 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 20:48:05.690 -0300|2026-02-01 20:48:05.690 -0300|ativo    |
|1.291|15.850    |55    |pesquisa_produto     |292      |2027-02-01 20:48:05.897 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 20:48:05.897 -0300|2026-02-01 20:48:05.897 -0300|ativo    |
|1.292|15.850    |50    |bonus                |         |2027-02-01 20:48:13.679 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-01 20:48:13.679 -0300|2026-02-01 20:48:13.679 -0300|ativo    |
|1.293|15.850    |50    |pesquisa_subcategoria|104      |2027-02-01 20:50:35.283 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 20:50:35.284 -0300|2026-02-01 20:50:35.284 -0300|ativo    |
|1.294|15.850    |55    |pesquisa_produto     |214      |2027-02-01 20:50:35.483 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 20:50:35.484 -0300|2026-02-01 20:50:35.484 -0300|ativo    |
|1.295|27.866    |50    |pesquisa_subcategoria|270      |2027-02-01 20:50:44.879 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 20:50:44.879 -0300|2026-02-01 20:50:44.879 -0300|ativo    |
|1.296|27.866    |55    |pesquisa_produto     |317      |2027-02-01 20:50:45.111 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 20:50:45.111 -0300|2026-02-01 20:50:45.111 -0300|ativo    |
|1.297|15.850    |50    |bonus                |         |2027-02-01 20:50:48.941 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-01 20:50:48.941 -0300|2026-02-01 20:50:48.941 -0300|ativo    |
|1.298|27.866    |50    |bonus                |         |2027-02-01 20:50:52.060 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-01 20:50:52.061 -0300|2026-02-01 20:50:52.061 -0300|ativo    |
|1.299|27.867    |100   |bonus                |         |2027-02-01 20:55:16.561 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-02-01 20:55:16.562 -0300|2026-02-01 20:55:16.562 -0300|ativo    |
|1.300|27.866    |50    |pesquisa_subcategoria|19       |2027-02-01 21:10:10.649 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 21:10:10.650 -0300|2026-02-01 21:10:10.650 -0300|ativo    |
|1.301|27.866    |55    |pesquisa_produto     |292      |2027-02-01 21:10:10.822 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 21:10:10.822 -0300|2026-02-01 21:10:10.822 -0300|ativo    |
|1.302|27.866    |50    |bonus                |         |2027-02-01 21:10:17.353 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-01 21:10:17.353 -0300|2026-02-01 21:10:17.353 -0300|ativo    |
|1.303|27.866    |50    |pesquisa_subcategoria|104      |2027-02-01 21:13:32.384 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 21:13:32.384 -0300|2026-02-01 21:13:32.384 -0300|ativo    |
|1.304|27.866    |55    |pesquisa_produto     |214      |2027-02-01 21:13:32.555 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 21:13:32.555 -0300|2026-02-01 21:13:32.555 -0300|ativo    |
|1.305|27.866    |50    |bonus                |         |2027-02-01 21:13:44.454 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-01 21:13:44.454 -0300|2026-02-01 21:13:44.454 -0300|ativo    |
|1.306|27.866    |50    |pesquisa_subcategoria|311      |2027-02-01 21:20:31.179 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 21:20:31.179 -0300|2026-02-01 21:20:31.179 -0300|ativo    |
|1.307|27.866    |55    |pesquisa_produto     |70       |2027-02-01 21:20:31.522 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 21:20:31.522 -0300|2026-02-01 21:20:31.522 -0300|ativo    |
|1.308|27.866    |50    |bonus                |         |2027-02-01 21:20:43.036 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-01 21:20:43.036 -0300|2026-02-01 21:20:43.036 -0300|ativo    |
|1.309|27.868    |100   |bonus                |         |2027-02-01 21:25:32.502 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-02-01 21:25:32.503 -0300|2026-02-01 21:25:32.503 -0300|ativo    |
|1.310|27.868    |50    |pesquisa_subcategoria|19       |2027-02-01 21:29:05.919 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 21:29:05.919 -0300|2026-02-01 21:29:05.919 -0300|ativo    |
|1.311|27.868    |55    |pesquisa_produto     |292      |2027-02-01 21:29:06.518 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 21:29:06.519 -0300|2026-02-01 21:29:06.519 -0300|ativo    |
|1.312|27.869    |100   |bonus                |         |2027-02-01 22:21:57.558 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-02-01 22:21:57.558 -0300|2026-02-01 22:21:57.558 -0300|ativo    |
|1.313|27.869    |50    |pesquisa_subcategoria|4        |2027-02-01 22:28:59.897 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-01 22:28:59.898 -0300|2026-02-01 22:28:59.898 -0300|ativo    |
|1.314|27.869    |55    |pesquisa_produto     |287      |2027-02-01 22:29:00.246 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-01 22:29:00.246 -0300|2026-02-01 22:29:00.246 -0300|ativo    |
|1.323|53        |50    |pesquisa_subcategoria|315      |2027-02-02 07:48:16.756 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-02 07:48:16.757 -0300|2026-02-02 07:48:16.757 -0300|ativo    |
|1.324|53        |55    |pesquisa_produto     |329      |2027-02-02 07:48:16.963 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-02 07:48:16.964 -0300|2026-02-02 07:48:16.964 -0300|ativo    |
|1.325|53        |55    |pesquisa_produto     |329      |2027-02-02 07:48:49.020 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-02 07:48:49.020 -0300|2026-02-02 07:48:49.020 -0300|ativo    |
|1.326|53        |55    |pesquisa_produto     |329      |2027-02-02 07:49:24.803 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-02 07:49:24.803 -0300|2026-02-02 07:49:24.803 -0300|ativo    |
|1.327|27.549    |50    |pesquisa_subcategoria|315      |2027-02-02 07:50:39.945 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-02 07:50:39.946 -0300|2026-02-02 07:50:39.946 -0300|ativo    |
|1.328|27.549    |55    |pesquisa_produto     |329      |2027-02-02 07:50:40.174 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-02 07:50:40.174 -0300|2026-02-02 07:50:40.174 -0300|ativo    |
|1.329|27.549    |55    |pesquisa_produto     |329      |2027-02-02 07:51:09.632 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-02 07:51:09.632 -0300|2026-02-02 07:51:09.632 -0300|ativo    |
|1.330|27.549    |55    |pesquisa_produto     |329      |2027-02-02 08:01:28.754 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-02 08:01:28.754 -0300|2026-02-02 08:01:28.754 -0300|ativo    |
|1.331|27.549    |50    |bonus                |         |2027-02-02 08:01:37.312 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-02 08:01:37.312 -0300|2026-02-02 08:01:37.312 -0300|ativo    |
|1.332|51        |50    |pesquisa_subcategoria|315      |2027-02-02 08:02:50.396 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-02 08:02:50.396 -0300|2026-02-02 08:02:50.396 -0300|ativo    |
|1.333|51        |55    |pesquisa_produto     |329      |2027-02-02 08:02:50.634 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-02 08:02:50.634 -0300|2026-02-02 08:02:50.634 -0300|ativo    |
|1.334|51        |50    |bonus                |         |2027-02-02 08:02:56.509 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-02 08:02:56.509 -0300|2026-02-02 08:02:56.509 -0300|ativo    |
|1.335|56        |50    |pesquisa_subcategoria|315      |2027-02-02 08:38:05.057 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-02 08:38:05.057 -0300|2026-02-02 08:38:05.057 -0300|ativo    |
|1.336|56        |55    |pesquisa_produto     |329      |2027-02-02 08:38:05.313 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-02 08:38:05.313 -0300|2026-02-02 08:38:05.313 -0300|ativo    |
|1.337|56        |50    |bonus                |         |2027-02-02 08:38:17.262 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-02 08:38:17.262 -0300|2026-02-02 08:38:17.262 -0300|ativo    |
|1.338|27.870    |100   |bonus                |         |2027-02-02 10:58:37.535 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-02-02 10:58:37.536 -0300|2026-02-02 10:58:37.536 -0300|ativo    |
|1.339|27.870    |50    |pesquisa_subcategoria|19       |2027-02-02 11:04:31.888 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-02 11:04:31.889 -0300|2026-02-02 11:04:31.889 -0300|ativo    |
|1.340|27.870    |55    |pesquisa_produto     |292      |2027-02-02 11:04:32.403 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-02 11:04:32.403 -0300|2026-02-02 11:04:32.403 -0300|ativo    |
|1.341|27.870    |50    |bonus                |         |2027-02-02 11:05:03.748 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-02-02 11:05:03.748 -0300|2026-02-02 11:05:03.748 -0300|ativo    |
|1.342|26.740    |100   |bonus                |         |2027-02-02 17:57:14.138 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-02-02 17:57:14.138 -0300|2026-02-02 17:57:14.138 -0300|ativo    |
|1.343|26.740    |50    |pesquisa_subcategoria|19       |2027-02-02 18:02:31.996 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-02 18:02:31.996 -0300|2026-02-02 18:02:31.996 -0300|ativo    |
|1.344|26.740    |55    |pesquisa_produto     |292      |2027-02-02 18:02:32.197 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-02 18:02:32.197 -0300|2026-02-02 18:02:32.197 -0300|ativo    |
|1.345|27.643    |55    |pesquisa_produto     |49       |2027-02-02 21:59:47.547 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-02-02 21:59:47.547 -0300|2026-02-02 21:59:47.547 -0300|ativo    |
|1.346|27.643    |50    |pesquisa_subcategoria|48       |2027-02-02 22:02:30.451 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-02-02 22:02:30.451 -0300|2026-02-02 22:02:30.451 -0300|ativo    |
